"strain","strain_norm","evcent_norm","pr_norm","closeness_norm","betweenness_norm","outd_norm","alld_norm"
"F98",0.00315750383264038,0.00193254199138913,2.16840434497101e-18,0.00607903198194041,0.0716520103781582,0,0.0691386468685568,0.023200659352934
"F99",0.00234969292647626,0.00143812343166284,2.16840434497101e-18,0.00607903198194041,0.070126324800281,0,0.037711989201031,0.0126549051016004
"F114",0.00101828732634655,0.000623240104135831,4.33680868994202e-18,0.00648964558955577,0.0643390645327994,0.000401140447705721,0.0188559946005155,0.0105457542513336
"F125",0.00201200428312462,0.00123144197761484,1.04083408558608e-17,0.00762596171896357,0.0666039276797751,0,0.0314266576675258,0.0210915085026672
"F126",0.0830238829911529,0.0508145512002152,1.66533453693773e-16,0.052636106869633,0.0652914722462536,0.0513219852690179,0.0251413261340206,0.217242537577473
"F101",0.000993398718112491,0.000608007096333165,2.16840434497101e-18,0.00607903198194041,0.0683325792378761,0,0.0691386468685568,0.023200659352934
"F102",0.00197640388170936,0.00120965284471369,2.16840434497101e-18,0.00607903198194041,0.0683291589320855,0,0.0565679838015465,0.0189823576524005
"F120",0.00111597376592336,0.000683028834879383,2.16840434497101e-18,0.00607903198194041,0.0694078758249273,0,0.0754239784020619,0.0253098102032007
"F121",0.00103130802020949,0.000631209385878904,2.16840434497101e-18,0.00607903198194041,0.0716557714411144,0,0.0754239784020619,0.0253098102032007
"F123",0.000748393776583172,0.000458052460424676,2.16840434497101e-18,0.00607903198194041,0.0690445389436649,0,0.0754239784020619,0.0253098102032007
"F131",0.00190536624204064,0.00116617444249931,2.16840434497101e-18,0.00607903198194041,0.0693919990710215,0,0.0565679838015465,0.0189823576524005
"F132",0.00190536624204064,0.00116617444249931,2.16840434497101e-18,0.00607903198194041,0.0693919990710215,0,0.0565679838015465,0.0189823576524005
"F139",0.00117064943853309,0.000716492937799375,2.16840434497101e-18,0.00607903198194041,0.0672884338496449,0,0.0565679838015465,0.0189823576524005
"F14",0.00114613842662442,0.000701491036843544,4.33680868994202e-19,0.00623456743937047,0.0686901704141027,0.000150313299075132,0.0817093099355671,0.0295281119037342
"F145",0.00100439452106379,0.000614737048871228,4.33680868994202e-19,0.00623456743937047,0.0697697077442845,0.00303351026696,0.0754239784020619,0.0274189610534674
"F146",0.000742189203221178,0.000454254967469401,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F149",0.000715074725517879,0.000437659622059355,2.16840434497101e-18,0.00607903198194041,0.0686849862502979,0,0.0691386468685568,0.023200659352934
"F15",0.00119866114606569,0.000733637430388006,6.07153216591882e-18,0.00672450413027517,0.0686901704141027,0.00383682524706934,0.0817093099355671,0.0337464136042676
"F155",0.000649126849699887,0.000397296396544404,4.33680868994202e-19,0.00623456743937047,0.0683291589320855,0.000150313299075132,0.0628533153350516,0.023200659352934
"F166",0.000742189203221232,0.000454254967469434,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F167",0.000742189203221232,0.000454254967469434,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F168",0.000767490672568596,0.000469740665840459,2.16840434497101e-18,0.00607903198194041,0.0686849862502979,0,0.0691386468685568,0.023200659352934
"F169",0.000742189203221306,0.000454254967469479,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F206",9.68357795940377e-05,5.92680865181689e-05,2.16840434497101e-18,0.00607903198194041,0.0662708918745896,0,0.0251413261340206,0.0084366034010669
"F23",0.000795321019774792,0.000486774157313987,1.73472347597681e-18,0.00681227056696785,0.0659427626850552,0.00164754112450564,0.0314266576675258,0.0126549051016004
"F27",0.00494799001693085,0.00302840439395348,2.16840434497101e-18,0.00607903198194041,0.0705029878230947,0,0.0628533153350516,0.0210915085026672
"F28",0.0021684011377043,0.00132716426484439,8.67361737988404e-19,0.00623456743937047,0.0708947626249472,0.00135164536902716,0.0942799730025774,0.0337464136042676
"F4",0.00127587530264283,0.000780896153678367,2.16840434497101e-18,0.00644081421881599,0.0672867755187633,0,0.0502826522680413,0.0189823576524005
"F42",0.00189985683028196,0.00116280242139155,2.16840434497101e-18,0.00607903198194041,0.0697643593573359,0,0.0565679838015465,0.0189823576524005
"F43",0.00152420020886062,0.000932882765321638,2.16840434497101e-18,0.00607903198194041,0.0697661420618731,0,0.0628533153350516,0.0210915085026672
"F44",0.00152420020886062,0.000932882765321638,2.16840434497101e-18,0.00607903198194041,0.0697661420618731,0,0.0628533153350516,0.0210915085026672
"F45",0.00152420020886062,0.000932882765321638,2.16840434497101e-18,0.00607903198194041,0.0697661420618731,0,0.0628533153350516,0.0210915085026672
"F46",0.00157706807000098,0.000965240401943489,2.16840434497101e-18,0.00607903198194041,0.0697661420618731,0,0.0565679838015465,0.0189823576524005
"F5",0.00127503367902232,0.000780381040134955,1.30104260698261e-18,0.0077899220136711,0.0672867755187633,0.0168186489793284,0.0502826522680413,0.0189823576524005
"F59",0.00137954186755254,0.000844345004545971,2.16840434497101e-18,0.00607903198194041,0.0694096403571715,0,0.0817093099355671,0.0274189610534674
"F64",0.000742189203221146,0.000454254967469381,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F65",0.000742189203221146,0.000454254967469381,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F70",0.00127532276469749,0.000780557974268998,2.16840434497101e-18,0.00607903198194041,0.0672867755187633,0,0.0502826522680413,0.0168732068021338
"F71",0.00127532276469749,0.000780557974268998,2.16840434497101e-18,0.00607903198194041,0.0672867755187633,0,0.0502826522680413,0.0168732068021338
"F72",0.000749180750570041,0.000458534125802255,1.04083408558608e-17,0.0106617731383619,0.06729009226227,0.0411094794223238,0.0628533153350516,0.0316372627540009
"F74",0.000742189203221158,0.000454254967469389,2.16840434497101e-18,0.00607903198194041,0.06729009226227,0,0.0628533153350516,0.0210915085026672
"F84",0.00123854378106887,0.000758047493195888,1.30104260698261e-18,0.00623456743937047,0.0683359998860997,0.000150313299075132,0.0817093099355671,0.0295281119037342
"F85",0.00151566288241646,0.000927657516922257,1.73472347597681e-18,0.00623456743937047,0.0686918986426141,0.000150313299075132,0.0879946414690723,0.0316372627540009
"F127",0.00189115123768645,0.00115747418613278,4.33680868994202e-19,0.0065456383542306,0.0652930336828732,0.00320459230088502,0.0314266576675258,0.0126549051016004
"F154",0.00157189818536593,0.000962076187526838,1.73472347597681e-18,0.00648964558955577,0.0708414167994121,0.00280380458760978,0.0251413261340206,0.0126549051016004
"F16",0.0107810823713608,0.00659853336673773,7.42971136002968e-11,0.016472325999633,0.0662741092205394,0.0498552809030092,0.0439973207345361,0.0379647153048011
"F17",0.00436660235555629,0.00267256759107545,1.73472347597681e-18,0.00747648425489356,0.0666088024457621,0.0153394330265289,0.0439973207345361,0.0253098102032007
"F24",0.00580963906022282,0.00355577444519092,1.04083408558608e-17,0.00878875574470822,0.0704938859656427,0.0690996498902508,0.0502826522680413,0.0316372627540009
"F25",0.00642934729489896,0.00393506525508356,3.46944695195361e-18,0.00732370448002449,0.0704938859656427,0.0205701710887892,0.0502826522680413,0.0274189610534674
"F26",0.0119759117391821,0.007329825567238,3.46944695195361e-17,0.0136522975768648,0.0708781984280722,0.308101114605553,0.0691386468685568,0.0759294306096021
"F29",0.00774513950261842,0.00474039244647895,2.16840434497101e-18,0.00607903198194041,0.0708800385121457,0,0.0691386468685568,0.023200659352934
"F30",0.00761610016665803,0.00466141425721864,2.08166817117217e-17,0.0155541987457963,0.0704938859656427,0.257570449664664,0.0502826522680413,0.0358555644545343
"F31",0.00643495386914511,0.00393849674423854,2.16840434497101e-18,0.00607903198194041,0.0704938859656427,0,0.0502826522680413,0.0168732068021338
"F32",0.00504623582273261,0.00308853548333714,4.33680868994202e-18,0.00672450413027517,0.0704920658761545,0.00724059944526675,0.0439973207345361,0.0210915085026672
"F170",0.00553084340872761,0.00338513829331628,3.46944695195361e-17,0.00925159527749459,0.0656194439264869,0.0323840651310363,0.0439973207345361,0.0337464136042676
"F171",0.0413547755354429,0.0253110825838283,0.0625000164124391,0.0742020869467782,0.0652945951941776,0.251025833614928,0.0439973207345361,0.0928026374117359
"F172",0.00846111193825618,0.00517860150967748,7.42971795197889e-11,0.0214983919336326,0.0656194439264869,0.115016297583351,0.0439973207345361,0.0738202797593354
"F181",0.00178427106494132,0.00109205845496512,1.73472347597681e-18,0.00787207223548247,0.0659427626850552,0.00202128887960183,0.0314266576675258,0.023200659352934
"F182",0.00664253873479664,0.00406554852023369,7.63278329429795e-17,0.0130367733524045,0.0659427626850552,0.0175051244478724,0.0314266576675258,0.0442921678556012
"F184",0.0315456802764397,0.0193074513959264,6.66133814775094e-16,0.0449257485248256,0.0659427626850552,0.152984381652425,0.0314266576675258,0.130767352716537
"F190",0.0205360650050151,0.0125690450633282,0,0.0158720469001477,0.0659427626850552,0.0250523706192254,0.0314266576675258,0.0738202797593354
"F191",0.0262380700263796,0.0160589423755617,8.82405068458603e-09,0.0612602895908527,0.0656147128923177,0.0951662985745508,0.0314266576675258,0.120221598465203
"F192",0.000800458340733083,0.000489918441217149,2.16840434497101e-18,0.00607903198194041,0.0676334770969417,0,0.0628533153350516,0.0210915085026672
"F103",0.00140282371941607,0.000858594601299731,2.16840434497101e-18,0.00607903198194041,0.0659411700185813,0,0.0251413261340206,0.0084366034010669
"F141",0.00136104082326261,0.00083302148860745,2.16840434497101e-18,0.00607903198194041,0.069748319115301,0,0.0251413261340206,0.0084366034010669
"F55",0.00231904797441989,0.00141936726862645,1.73472347597681e-17,0.0120928121886717,0.0669403276479513,0.0849876132201485,0.0439973207345361,0.0337464136042676
"F183",0.000712463664672129,0.000436061529073902,1.56125112837913e-17,0.00882080615965407,0.0659363924807241,0.0344381860052915,0.0188559946005155,0.0126549051016004
"F135",0.00105016747331959,0.000642752265001694,2.16840434497101e-18,0.00607903198194041,0.0662692833187539,0,0.0251413261340206,0.0084366034010669
"F189",0.00115382198840791,0.000706193740807517,3.46944695195361e-18,0.00744002949785581,0.0659395774290385,0.00240266413990406,0.0251413261340206,0.0126549051016004
"F115",0.00115650075013587,0.000707833269941477,2.16840434497101e-18,0.00607903198194041,0.0659395774290385,0,0.0251413261340206,0.0084366034010669
"F116",0.00115650075013587,0.000707833269941477,2.16840434497101e-18,0.00607903198194041,0.0659395774290385,0,0.0251413261340206,0.0084366034010669
"F117",0.00115650075013587,0.000707833269941477,2.16840434497101e-18,0.00607903198194041,0.0659395774290385,0,0.0251413261340206,0.0084366034010669
"F199",0.118354395969886,0.0724384995871992,7.42972350309401e-11,0.03242231423716,0.0649714007769583,0.0141771235280122,0.0251413261340206,0.105457542513336
"F200",0.00197018934545167,0.00120584925399407,1.30104260698261e-18,0.00628433878574809,0.0652930336828732,0.000681103051833672,0.0314266576675258,0.0126549051016004
"F201",0.0611474426223551,0.037425132888894,0.437500017971134,0.345695836848615,0.0637174310590525,0.00049436634878632,0.00628533153350516,0.0885843357112025
"F202",0.0565573758185016,0.034615794464652,1.94289029309402e-16,0.0518188780117212,0.0649729469419895,0.0799051075905195,0.0314266576675258,0.223569990128273
"F208",0.0786899108890954,0.0481619548707497,1.66533453693773e-16,0.0518239693044127,0.0649729469419895,0.0834795472177021,0.0314266576675258,0.223569990128273
"F33",0.0565573758185011,0.0346157944646517,1.66533453693773e-16,0.0518188780117212,0.0649729469419895,0.0799051075905195,0.0314266576675258,0.223569990128273
"F34",1.07492083202337,0.657902493681849,0.125000024223727,0.289834364282483,0.0640267389768149,0.0755249829339868,0.0125706630670103,0.326918381791342
"F35",0.0042458707219869,0.00259867410941125,0.12500001525108,0.125276393749254,0.0640267389768149,0.000600666034976014,0.0125706630670103,0.0295281119037342
"F36",0.00359176893782783,0.00219833281719723,2.08166817117217e-17,0.0142274099490991,0.0646544521040386,0.00895783124579726,0.0251413261340206,0.0485104695561347
"F37",0.00707133068619947,0.00432798951653257,0.0625000075883884,0.0274032878440521,0.0640267389768149,0,0.0125706630670103,0.0295281119037342
"F38",0.282826146598939,0.173103005898228,0.0625000165610382,0.254464738566835,0.0646544521040386,0.351572053637909,0.0251413261340206,0.421830170053345
"F40",0.0683021561251667,0.041804156641014,6.66133814775094e-16,0.0643879613196379,0.0649729469419895,0.0871131000102316,0.0314266576675258,0.227788291828806
"F41",0.060870189866774,0.0372554410624424,2.22044604925031e-16,0.0511772942498221,0.0649729469419895,0.0783805599874613,0.0314266576675258,0.221460839278006
"F198",0.000573610538418776,0.000351076835042393,2.16840434497101e-18,0.00607903198194041,0.0669485349415007,0,0.0565679838015465,0.0189823576524005
"F22",0.00100958997742823,0.000617916914398209,1.73472347597681e-18,0.00719111050256536,0.0649698546855137,0.000633273060530594,0.0188559946005155,0.0147640559518671
"F11",0.0014863893091516,0.000909740702700995,2.16840434497101e-18,0.00607903198194041,0.0708414167994121,0,0.0251413261340206,0.0084366034010669
"F12",0.0014863893091516,0.000909740702700995,2.16840434497101e-18,0.00607903198194041,0.0708414167994121,0,0.0251413261340206,0.0084366034010669
