"F1","F10"
"F100","F10"
"F121","F10"
"F140","F10"
"F140","F10"
"F140","F10"
"F140","F10"
"F140","F10"
"F178","F10"
"F19","F10"
"F1","F10"
"F19","F10"
"F19","F10"
"F1","F10"
"F47","F10"
"F47","F10"
"F6","F10"
"F60","F10"
"F60","F10"
"F67","F10"
"F67","F10"
"F67","F10"
"F6","F10"
"F73","F10"
"F73","F10"
"F86","F10"
"F86","F10"
"F86","F10"
"F1","F105"
"F113","F105"
"F115","F105"
"F121","F105"
"F156","F105"
"F173","F105"
"F206","F105"
"F56","F105"
"F56","F105"
"F63","F105"
"F67","F105"
"F67","F105"
"F67","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F86","F105"
"F100","F105"
"F10","F105"
"F115","F105"
"F123","F105"
"F140","F105"
"F140","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F173","F105"
"F173","F105"
"F173","F105"
"F173","F105"
"F173","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F178","F105"
"F49","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F8","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F8","F105"
"F100","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F49","F105"
"F49","F105"
"F49","F105"
"F49","F105"
"F56","F105"
"F56","F105"
"F73","F105"
"F73","F105"
"F49","F105"
"F10","F105"
"F121","F105"
"F123","F105"
"F128","F105"
"F128","F105"
"F11","F105"
"F128","F105"
"F140","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F156","F105"
"F178","F105"
"F178","F105"
"F49","F105"
"F49","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F8","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F73","F105"
"F86","F105"
"F86","F105"
"F86","F105"
"F86","F105"
"F8","F105"
"F86","F105"
"F86","F105"
"F100","F105"
"F203","F105"
"F203","F105"
"F203","F105"
"F8","F105"
"F86","F105"
"F86","F105"
"F86","F105"
"F86","F105"
"F8","F105"
"F86","F105"
"F86","F105"
"F53","F105"
"F56","F105"
"F56","F105"
"F56","F105"
"F6","F105"
"F60","F105"
"F60","F105"
"F8","F105"
"F8","F105"
"F49","F105"
"F100","F113"
"F53","F113"
"F100","F113"
"F100","F113"
"F100","F113"
"F100","F113"
"F8","F114"
"F8","F114"
"F67","F121"
"F105","F123"
"F73","F123"
"F156","F123"
"F156","F123"
"F156","F123"
"F156","F123"
"F156","F123"
"F1","F126"
"F10","F126"
"F100","F126"
"F100","F126"
"F100","F126"
"F100","F126"
"F105","F126"
"F115","F126"
"F115","F126"
"F120","F126"
"F121","F126"
"F121","F126"
"F123","F126"
"F123","F126"
"F128","F126"
"F128","F126"
"F11","F126"
"F131","F126"
"F131","F126"
"F139","F126"
"F14","F126"
"F140","F126"
"F140","F126"
"F140","F126"
"F140","F126"
"F140","F126"
"F14","F126"
"F140","F126"
"F140","F126"
"F140","F126"
"F140","F126"
"F154","F126"
"F156","F126"
"F156","F126"
"F156","F126"
"F166","F126"
"F166","F126"
"F166","F126"
"F166","F126"
"F173","F126"
"F173","F126"
"F178","F126"
"F178","F126"
"F178","F126"
"F178","F126"
"F178","F126"
"F178","F126"
"F19","F126"
"F178","F126"
"F1","F126"
"F203","F126"
"F206","F126"
"F206","F126"
"F19","F126"
"F22","F126"
"F24","F126"
"F24","F126"
"F1","F126"
"F4","F126"
"F42","F126"
"F42","F126"
"F42","F126"
"F42","F126"
"F46","F126"
"F47","F126"
"F49","F126"
"F4","F126"
"F49","F126"
"F49","F126"
"F49","F126"
"F53","F126"
"F59","F126"
"F6","F126"
"F60","F126"
"F64","F126"
"F64","F126"
"F6","F126"
"F70","F126"
"F70","F126"
"F72","F126"
"F73","F126"
"F73","F126"
"F73","F126"
"F73","F126"
"F73","F126"
"F8","F126"
"F84","F126"
"F84","F126"
"F86","F126"
"F86","F126"
"F86","F126"
"F86","F126"
"F8","F126"
"F86","F126"
"F86","F126"
"F100","F126"
"F100","F126"
"F100","F126"
"F100","F126"
"F206","F127"
"F73","F128"
"F49","F14"
"F49","F140"
"F49","F14"
"F60","F14"
"F60","F14"
"F8","F154"
"F8","F154"
"F49","F154"
"F14","F14"
"F14","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F24","F14"
"F8","F156"
"F1","F14"
"F120","F14"
"F49","F14"
"F60","F14"
"F60","F14"
"F10","F170"
"F121","F170"
"F49","F170"
"F49","F170"
"F49","F170"
"F53","F170"
"F60","F170"
"F60","F170"
"F8","F170"
"F105","F170"
"F105","F170"
