"F1","F10"
"F104","F10"
"F122","F10"
"F147","F10"
"F150","F10"
"F151","F10"
"F152","F10"
"F153","F10"
"F18","F10"
"F19","F10"
"F2","F10"
"F20","F10"
"F21","F10"
"F3","F10"
"F47","F10"
"F48","F10"
"F6","F10"
"F60","F10"
"F61","F10"
"F67","F10"
"F68","F10"
"F69","F10"
"F7","F10"
"F76","F10"
"F79","F10"
"F87","F10"
"F89","F10"
"F91","F10"
"F1","F105"
"F113","F105"
"F119","F105"
"F122","F105"
"F160","F105"
"F176","F105"
"F207","F105"
"F57","F105"
"F58","F105"
"F63","F105"
"F67","F105"
"F68","F105"
"F69","F105"
"F76","F105"
"F79","F105"
"F82","F105"
"F86","F105"
"F97","F105"
"F10","F106"
"F118","F106"
"F124","F106"
"F148","F106"
"F150","F106"
"F156","F106"
"F157","F106"
"F158","F106"
"F159","F106"
"F160","F106"
"F161","F106"
"F162","F106"
"F163","F106"
"F164","F106"
"F165","F106"
"F173","F106"
"F174","F106"
"F175","F106"
"F176","F106"
"F177","F106"
"F178","F106"
"F179","F106"
"F180","F106"
"F185","F106"
"F186","F106"
"F187","F106"
"F188","F106"
"F193","F106"
"F51","F106"
"F75","F106"
"F76","F106"
"F77","F106"
"F78","F106"
"F79","F106"
"F8","F106"
"F80","F106"
"F81","F106"
"F82","F106"
"F83","F106"
"F9","F106"
"F94","F106"
"F156","F107"
"F157","F107"
"F158","F107"
"F159","F107"
"F160","F107"
"F161","F107"
"F162","F107"
"F163","F107"
"F164","F107"
"F165","F107"
"F49","F107"
"F50","F107"
"F51","F107"
"F52","F107"
"F57","F107"
"F58","F107"
"F76","F107"
"F83","F107"
"F51","F108"
"F10","F109"
"F122","F109"
"F124","F109"
"F128","F109"
"F129","F109"
"F13","F109"
"F130","F109"
"F142","F109"
"F156","F109"
"F157","F109"
"F158","F109"
"F159","F109"
"F160","F109"
"F161","F109"
"F162","F109"
"F163","F109"
"F164","F109"
"F165","F109"
"F179","F109"
"F180","F109"
"F51","F109"
"F52","F109"
"F75","F109"
"F76","F109"
"F77","F109"
"F78","F109"
"F79","F109"
"F8","F109"
"F80","F109"
"F81","F109"
"F82","F109"
"F83","F109"
"F86","F109"
"F87","F109"
"F88","F109"
"F89","F109"
"F9","F109"
"F90","F109"
"F91","F109"
"F95","F109"
"F203","F110"
"F204","F110"
"F205","F110"
"F8","F110"
"F86","F110"
"F87","F110"
"F88","F110"
"F89","F110"
"F9","F110"
"F90","F110"
"F91","F110"
"F53","F111"
"F56","F111"
"F57","F111"
"F58","F111"
"F6","F111"
"F60","F111"
"F61","F111"
"F8","F111"
"F9","F111"
"F51","F112"
"F100","F113"
"F53","F113"
"F96","F113"
"F97","F113"
"F98","F113"
"F99","F113"
"F8","F114"
"F9","F114"
"F67","F122"
"F108","F124"
"F76","F124"
"F156","F125"
"F157","F125"
"F158","F125"
"F159","F125"
"F160","F125"
"F1","F126"
"F10","F126"
"F100","F126"
"F101","F126"
"F102","F126"
"F104","F126"
"F110","F126"
"F118","F126"
