"Food_Web","Species","Measure","Centrality"
"Weddell","Neobuccinum_eatoni","BC",29.0058690751562
"Weddell","Marseniopsis_mollis","BC",23.6122618124322
"Weddell","Marseniopsis_conica","BC",23.6122618124322
"Weddell","Parmaphorella_mawsoni","BC",181.116872284614
"Weddell","Amauropsis_rossiana","BC",19.1769233896767
"Weddell","Newnesia_antarctica","BC",4.98916884264681
"Weddell","Falsimargarita_gemma","BC",4.98916884264681
"Weddell","Marginella_ealesa","BC",4.98916884264681
"Weddell","Pontiothauma_ergata","BC",257.152039053712
"Weddell","Probuccinum_tenuistriatum","BC",257.152039053712
"Weddell","Nacella_concinna","BC",103.018184593185
"Weddell","Yolida_eightsi","BC",6.35515926587647
"Weddell","Chorismus_antarcticus","BC",533.257763482434
"Weddell","Nematocarcinus_lanceopes","BC",28.5902575820889
"Weddell","Acodontaster_conspicuus","BC",0.866526620438572
"Weddell","Acodontaster_capitatus","BC",0.866526620438572
"Weddell","Acodontaster_hodgsoni","BC",0.866526620438572
"Weddell","Bathybiaster_loripes","BC",33.6866159113613
"Weddell","Cuenotaster_involutus","BC",0.587151526311651
"Weddell","Diplasterias_brucei","BC",28.9333197300521
"Weddell","Luidiaster_gerlachei","BC",4.03574167875196
"Weddell","Labidiaster_annulatus","BC",48.1989266511737
"Weddell","Lophaster_gaini","BC",0.634083177261356
"Weddell","Notasterias_armata","BC",0.634083177261356
"Weddell","Solaster_dawsoni","BC",1.22123470357301
"Weddell","Odontaster_meridionalis","BC",5.50526976927106
"Weddell","Odontaster_validus","BC",492.568974661424
"Weddell","Kampylaster_incurvatus","BC",0.0126582278481013
"Weddell","Cycethra_verrucosa_mawsoni","BC",0.0126582278481013
"Weddell","Notasterias_stylophora","BC",0.634083177261356
"Weddell","Notioceramus_anomalus","BC",0.0126582278481013
"Weddell","Perknaster_sladeni","BC",0.0126582278481013
"Weddell","Pteraster_affinis_aculeatus","BC",0.634083177261356
"Weddell","Perknaster_densus","BC",0.0126582278481013
"Weddell","Perknaster_fuscus_antarcticus","BC",1.08720624148849
"Weddell","Macroptychaster_accrescens","BC",17.2813007446871
"Weddell","Lysasterias_perrieri","BC",8.52909259056709
"Weddell","Psilaster_charcoti","BC",218.865278919857
"Weddell","Porania_antarctica","BC",30.7879034060109
"Weddell","Porania_antarctica_glabra","BC",30.7879034060109
"Weddell","Sterechinus_neumayeri","BC",508.236678481557
"Weddell","Sterechinus_antarcticus","BC",58.8697959890031
"Weddell","491","BC",0
"Weddell","Eudorella_splendida","BC",20.6825715771323
"Weddell","Vaunthompsonia_indermis","BC",20.6825715771323
"Weddell","Camylaspis_maculata","BC",16.2340988625846
"Weddell","Diastylis_mawsoni","BC",0.179351391319476
"Weddell","Ekleptostylis_debroyeri","BC",0.179351391319476
"Weddell","Beroe_cucumis","BC",1.01948051948052
"Weddell","Lyrocteis_flavopallidus","BC",48.8952969399259
"Weddell","Callianira_antarctica","BC",44.2673009949804
"Weddell","Pachycara_brachycephalum","BC",87.1713519227818
"Weddell","Cyclocardia_astartoides","BC",2.27589279065206
"Weddell","Laternula_elliptica","BC",3.44122151437864
"Weddell","Limopsis_lillei","BC",3.27687941198986
"Weddell","Limopsis_marionensis","BC",3.27687941198986
"Weddell","Lissarca_notorcadensis","BC",4.3153409504514
"Weddell","Propeleda_longicaudata","BC",3.18537792365861
"Weddell","Promachocrinus_kerguelensis","BC",1.01706123245598
"Weddell","Anthometra_adriani","BC",0.995142736258533
"Weddell","492","BC",0
"Weddell","Molgula_pedunculata","BC",0.732365430580647
"Weddell","Ascidia_challengeri","BC",0.732365430580647
"Weddell","Corella_eumyota","BC",0.732365430580647
"Weddell","Aplidium_vastum","BC",0.732365430580647
"Weddell","Synoicum_adareanum","BC",0.732365430580647
"Weddell","Cnemidocarpa_verrucosa","BC",4.77514857370452
"Weddell","Sycozoa_sigillinoides","BC",0.732365430580647
"Weddell","Pyura_bouvetensis","BC",0.732365430580647
"Weddell","Pyura_discoveryi","BC",0.732365430580647
"Weddell","Pyura_setosa","BC",0.732365430580647
"Weddell","Pyura_tunicata","BC",0.732365430580647
"Weddell","Ctenocidaris_gigantea","BC",0
"Weddell","Ctenocidaris_spinosa","BC",0
"Weddell","Notocidaris_mortenseni","BC",0
"Weddell","Abatus_curvidens","BC",0
"Weddell","Abatus_cavernosus","BC",0
"Weddell","Abatus_nimrodi","BC",0
"Weddell","Abatus_shackeltoni","BC",0
"Weddell","Austrocidaris_canaliculata","BC",0
"Weddell","Aporocidaris_milleri","BC",0
"Weddell","Ctenocidaris_perrieri","BC",0
"Weddell","Ctenocidaris_gilberti","BC",0
"Weddell","Urticinopsis_antarctica","BC",56.3096613330492
"Weddell","Isotealia_antarctica","BC",34.7102609939568
"Weddell","Edwardsia_meridionalis","BC",35.2059853948283
"Weddell","Isosicyonis_alba","BC",35.2059853948283
"Weddell","Nuttallochiton_mirandus","BC",10.6337037815147
"Weddell","Callochiton_gaussi","BC",1.59785162806311
"Weddell","Cephalodiscus","BC",1
"Weddell","Cadulus_dalli_antarcticum","BC",1.87939371296531
"Weddell","Fissidentalium_majorinum","BC",1.87939371296531
"Weddell","Champsocephalus_gunnari","BC",1580.34248839562
"Weddell","Psychroteuthis_glacialis","BC",370.784074967571
"Weddell","Moroteuthis_ingens","BC",186.076414726289
"Weddell","Alluroteuthis_antarcticus","BC",32.6049306701122
"Weddell","Galiteuthis_glacialis","BC",30.1087212812199
"Weddell","Kondakovia_longimana","BC",19.6920546145533
"Weddell","Gonatus_antarcticus","BC",217.432049053168
"Weddell","Mesonychoteuthis_hamiltoni","BC",44.6720643520566
"Weddell","Martialia_hyadesi","BC",180.469950236992
"Weddell","Baseodiscus_antarcticus","BC",0
"Weddell","Lineus_longifissus","BC",0
"Weddell","Parborlasia_corrugatus","BC",0
"Weddell","Phascolion_strombi","BC",0.0147058823529412
"Weddell","Golfingia_nordenskojoeldi","BC",0.0147058823529412
"Weddell","Golfingia_mawsoni","BC",0.0147058823529412
"Weddell","Golfingia_ohlini","BC",0.0147058823529412
"Weddell","Golfingia_anderssoni","BC",0.0147058823529412
"Weddell","Golfingia_margaritacea_margaritacea","BC",0.0147058823529412
"Weddell","Alomasoma_belyaevi","BC",0.0147058823529412
"Weddell","Echiurus_antarcticus","BC",0.0147058823529412
"Weddell","Hamingia","BC",0.0147058823529412
"Weddell","Maxmuelleria_faex","BC",0.0147058823529412
"Weddell","Pseudosagitta_gazellae","BC",0
"Weddell","Sagitta_marri","BC",0.476190476190476
"Weddell","Pseudosagitta_maxima","BC",0.476190476190476
"Weddell","Salpa_gerlachei","BC",38.7520162113177
"Weddell","Ihlea_racovitzai","BC",38.7520162113177
"Weddell","Fulmarus_glacialoides","BC",0
"Weddell","Thalassoica_antarctica","BC",12.9498866335794
"Weddell","Halobaena_caerulea","BC",14.4362097487887
"Weddell","Daption_capense","BC",0
"Weddell","Pagodroma_nivea","BC",0
"Weddell","Aphrodroma_brevirostris","BC",0
"Weddell","Macronectes_halli","BC",0
"Weddell","Macronectes_giganteus","BC",0
"Weddell","Procellaria_aequinoctialis","BC",0
"Weddell","Oceanites_oceanicus","BC",0
"Weddell","Sterna_vittata","BC",0
"Weddell","Sterna_paradisaea","BC",0
"Weddell","Pachyptila_desolata","BC",0
"Weddell","Aptenodytes_forsteri","BC",0
"Weddell","Pygoscelis_adeliae","BC",1.70152754222522
"Weddell","Lobodon_carcinophagus","BC",5.1612044405343
"Weddell","Hydrurga_leptonyx","BC",36.9734963058254
"Weddell","Arctocephalus_gazella","BC",37.9734963058254
"Weddell","Mirounga_leonina","BC",33.6940267002236
"Weddell","Ommatophoca_rossii","BC",33.6940267002236
"Weddell","Leptonychotes_weddellii","BC",37.1043761803299
"Weddell","Balaenoptera_musculus","BC",0
"Weddell","Balaenoptera_physalus","BC",0
"Weddell","Balaenoptera_acutorostrata","BC",9.3267417880637
"Weddell","Physeter_macrocephalus","BC",0
"Weddell","Megaptera_novaeangliae","BC",0
"Weddell","Orcinus_orca","BC",0
"Weddell","Lagenorhynchus_cruciger","BC",0
"Weddell","Tursiops_truncatus","BC",0
"Caribbean_Families","F1","CC",0.000452079566003617
"Caribbean_Families","F10","CC",0.000408329930583912
"Caribbean_Families","F100","CC",0.000440140845070423
"Caribbean_Families","F121","CC",0.000429184549356223
"Caribbean_Families","F140","CC",0.000440140845070423
"Caribbean_Families","F178","CC",0.000409500409500409
"Caribbean_Families","F19","CC",0.000418935902806871
"Caribbean_Families","F47","CC",0.000417536534446764
"Caribbean_Families","F6","CC",0.000418060200668896
"Caribbean_Families","F60","CC",0.000429737859905458
"Caribbean_Families","F67","CC",0.00045024763619991
"Caribbean_Families","F73","CC",0.000410172272354389
"Caribbean_Families","F86","CC",0.000418585182084554
"Caribbean_Families","F105","CC",0.000408997955010225
"Caribbean_Families","F113","CC",0.000416146483562214
"Caribbean_Families","F115","CC",0.0004293688278231
"Caribbean_Families","F156","CC",0.000418760469011725
"Caribbean_Families","F173","CC",0.000427715996578272
"Caribbean_Families","F206","CC",0.000428449014567267
"Caribbean_Families","F56","CC",0.000417362270450751
"Caribbean_Families","F63","CC",0.000417188151856487
"Caribbean_Families","F123","CC",0.000408329930583912
"Caribbean_Families","F49","CC",0.000477326968973747
"Caribbean_Families","F8","CC",0.000451875282422051
"Caribbean_Families","F128","CC",0.000407497962510187
"Caribbean_Families","F11","CC",0.000417536534446764
"Caribbean_Families","F203","CC",0.000408329930583912
"Caribbean_Families","F53","CC",0.000450856627592426
"Caribbean_Families","F114","CC",0.000302480338777979
"Caribbean_Families","F126","CC",0.000302480338777979
"Caribbean_Families","F120","CC",0.000337952010814464
"Caribbean_Families","F131","CC",0.000425350914504466
"Caribbean_Families","F139","CC",0.000319284802043423
"Caribbean_Families","F14","CC",0.000331564986737401
"Caribbean_Families","F154","CC",0.000417885499373172
"Caribbean_Families","F166","CC",0.000417362270450751
"Caribbean_Families","F22","CC",0.000313381385145722
"Caribbean_Families","F24","CC",0.000408997955010225
"Caribbean_Families","F4","CC",0.000319284802043423
"Caribbean_Families","F42","CC",0.000417362270450751
"Caribbean_Families","F46","CC",0.000417362270450751
"Caribbean_Families","F59","CC",0.000417536534446764
"Caribbean_Families","F64","CC",0.000319284802043423
"Caribbean_Families","F70","CC",0.000319284802043423
"Caribbean_Families","F72","CC",0.000319284802043423
"Caribbean_Families","F84","CC",0.000325309043591412
"Caribbean_Families","F127","CC",0.000302388872089507
"Caribbean_Families","F170","CC",0.000302480338777979
"Caribbean_Families","F55","CC",0.000416840350145894
"Caribbean_Families","F134","CC",0.000416666666666667
"Caribbean_Families","F199","CC",0.000302480338777979
"Caribbean_Families","F201","CC",0.000297265160523187
"Caribbean_Families","F208","CC",0.000302480338777979
"Caribbean_Families","F33","CC",0.000297265160523187
"Caribbean_Families","F194","CC",0.000416666666666667
"Caribbean_Families","F54","CC",0.000302388872089507
"Caribbean_Families","F62","CC",0.000302388872089507
"Caribbean_Families","F92","CC",0.000302388872089507
"Caribbean_Families","F66","CC",0.000302388872089507
"Caribbean_Species","F1","CC",2.84050560999858e-05
"Caribbean_Species","F10","CC",2.58304489332025e-05
"Caribbean_Species","F104","CC",2.6246030287919e-05
"Caribbean_Species","F122","CC",2.74363476733977e-05
"Caribbean_Species","F147","CC",2.61055709288362e-05
"Caribbean_Species","F150","CC",2.61069340016708e-05
"Caribbean_Species","F151","CC",2.59645843070052e-05
"Caribbean_Species","F152","CC",2.71267361111111e-05
"Caribbean_Species","F153","CC",2.59645843070052e-05
"Caribbean_Species","F18","CC",2.83921524090741e-05
"Caribbean_Species","F19","CC",2.83986027887428e-05
"Caribbean_Species","F2","CC",2.82366228999012e-05
"Caribbean_Species","F20","CC",2.77415596304824e-05
"Caribbean_Species","F21","CC",2.77469478357381e-05
"Caribbean_Species","F3","CC",2.8235825615541e-05
"Caribbean_Species","F47","CC",2.59591921499403e-05
"Caribbean_Species","F48","CC",2.59612139463641e-05
"Caribbean_Species","F6","CC",2.62453414518923e-05
"Caribbean_Species","F60","CC",2.84042492756916e-05
"Caribbean_Species","F61","CC",2.8402635764599e-05
"Caribbean_Species","F67","CC",2.805678693676e-05
"Caribbean_Species","F68","CC",2.62405206119289e-05
"Caribbean_Species","F69","CC",2.62405206119289e-05
"Caribbean_Species","F7","CC",2.61028452101279e-05
"Caribbean_Species","F76","CC",2.77554192456077e-05
"Caribbean_Species","F79","CC",2.7134832985103e-05
"Caribbean_Species","F87","CC",2.62474080684532e-05
"Caribbean_Species","F89","CC",2.61069340016708e-05
"Caribbean_Species","F91","CC",2.68290719824001e-05
"Caribbean_Species","F105","CC",2.4273612156225e-05
"Caribbean_Species","F113","CC",2.43938137288384e-05
"Caribbean_Species","F119","CC",2.74355949408763e-05
"Caribbean_Species","F160","CC",2.72814077206384e-05
"Caribbean_Species","F176","CC",2.50237725839548e-05
"Caribbean_Species","F207","CC",2.59645843070052e-05
"Caribbean_Species","F57","CC",2.48972986430972e-05
"Caribbean_Species","F58","CC",2.48972986430972e-05
"Caribbean_Species","F63","CC",2.45182170352572e-05
"Caribbean_Species","F82","CC",2.6246030287919e-05
"Caribbean_Species","F86","CC",2.55571457779595e-05
"Caribbean_Species","F97","CC",2.55571457779595e-05
"Caribbean_Species","F106","CC",2.4273612156225e-05
"Caribbean_Species","F118","CC",2.59686298950867e-05
"Caribbean_Species","F124","CC",2.55564926269519e-05
"Caribbean_Species","F148","CC",2.54232979102049e-05
"Caribbean_Species","F156","CC",2.71282079105854e-05
"Caribbean_Species","F157","CC",2.71318881080934e-05
"Caribbean_Species","F158","CC",2.71282079105854e-05
"Caribbean_Species","F159","CC",2.71304159092759e-05
"Caribbean_Species","F161","CC",2.72851296043656e-05
"Caribbean_Species","F162","CC",2.72814077206384e-05
"Caribbean_Species","F163","CC",2.72858741029769e-05
"Caribbean_Species","F164","CC",2.72806634657355e-05
"Caribbean_Species","F165","CC",2.72806634657355e-05
"Caribbean_Species","F173","CC",2.43938137288384e-05
"Caribbean_Species","F174","CC",2.52876469844481e-05
"Caribbean_Species","F175","CC",2.54148982133327e-05
"Caribbean_Species","F177","CC",2.5419420437214e-05
"Caribbean_Species","F178","CC",2.43961941937058e-05
"Caribbean_Species","F179","CC",2.54232979102049e-05
"Caribbean_Species","F180","CC",2.54239442707142e-05
"Caribbean_Species","F185","CC",2.52876469844481e-05
"Caribbean_Species","F186","CC",2.52876469844481e-05
"Caribbean_Species","F187","CC",2.54207127967868e-05
"Caribbean_Species","F188","CC",2.52882864657091e-05
"Caribbean_Species","F193","CC",2.56917503789533e-05
"Caribbean_Species","F51","CC",3.01777469294143e-05
"Caribbean_Species","F75","CC",2.61042079983293e-05
"Caribbean_Species","F77","CC",2.63942777205902e-05
"Caribbean_Species","F78","CC",2.62508531527275e-05
"Caribbean_Species","F8","CC",2.84066698860893e-05
"Caribbean_Species","F80","CC",2.61042079983293e-05
"Caribbean_Species","F81","CC",2.61042079983293e-05
"Caribbean_Species","F83","CC",2.6246030287919e-05
"Caribbean_Species","F9","CC",2.74431241252504e-05
"Caribbean_Species","F94","CC",2.45182170352572e-05
"Caribbean_Species","F107","CC",2.4273612156225e-05
"Caribbean_Species","F49","CC",2.65392781316348e-05
"Caribbean_Species","F50","CC",2.65392781316348e-05
"Caribbean_Species","F52","CC",2.59693042823383e-05
"Caribbean_Species","F108","CC",2.56871307474955e-05
"Caribbean_Species","F109","CC",2.4273612156225e-05
"Caribbean_Species","F128","CC",2.52876469844481e-05
"Caribbean_Species","F129","CC",2.52876469844481e-05
"Caribbean_Species","F13","CC",2.61035265864418e-05
"Caribbean_Species","F130","CC",2.43938137288384e-05
"Caribbean_Species","F142","CC",2.56851514139676e-05
"Caribbean_Species","F88","CC",2.54226515825601e-05
"Caribbean_Species","F90","CC",2.54226515825601e-05
"Caribbean_Species","F95","CC",2.54226515825601e-05
"Caribbean_Species","F203","CC",2.54207127967868e-05
"Caribbean_Species","F110","CC",2.51584985408071e-05
"Caribbean_Species","F204","CC",2.54181282090387e-05
"Caribbean_Species","F205","CC",2.54220052877771e-05
"Caribbean_Species","F53","CC",2.65336446614307e-05
"Caribbean_Species","F111","CC",2.4273612156225e-05
"Caribbean_Species","F56","CC",2.43938137288384e-05
"Caribbean_Species","F112","CC",2.59517815898061e-05
"Caribbean_Species","F100","CC",2.55538803567322e-05
"Caribbean_Species","F96","CC",2.55564926269519e-05
"Caribbean_Species","F98","CC",2.62439638883057e-05
"Caribbean_Species","F99","CC",2.56851514139676e-05
"Caribbean_Species","F114","CC",2.35654530458348e-05
"Caribbean_Species","F125","CC",2.43950039032006e-05
"Caribbean_Species","F126","CC",2.39142911804094e-05
"Caribbean_Species","F101","CC",2.50281566762608e-05
"Caribbean_Species","F102","CC",2.50269039217158e-05
"Caribbean_Species","F120","CC",2.54220052877771e-05
"Caribbean_Species","F121","CC",2.62453414518923e-05
"Caribbean_Species","F123","CC",2.52889259793137e-05
"Caribbean_Species","F131","CC",2.5416190113102e-05
"Caribbean_Species","F132","CC",2.5416190113102e-05
"Caribbean_Species","F139","CC",2.46457178065311e-05
"Caribbean_Species","F14","CC",2.51591315067804e-05
"Caribbean_Species","F145","CC",2.55545333742206e-05
"Caribbean_Species","F146","CC",2.46463252329078e-05
"Caribbean_Species","F149","CC",2.51572327044025e-05
"Caribbean_Species","F15","CC",2.51591315067804e-05
"Caribbean_Species","F155","CC",2.50269039217158e-05
"Caribbean_Species","F166","CC",2.46463252329078e-05
"Caribbean_Species","F167","CC",2.46463252329078e-05
"Caribbean_Species","F168","CC",2.51572327044025e-05
"Caribbean_Species","F169","CC",2.46463252329078e-05
"Caribbean_Species","F206","CC",2.42730229622797e-05
"Caribbean_Species","F23","CC",2.4152839166244e-05
"Caribbean_Species","F27","CC",2.5823111684958e-05
"Caribbean_Species","F28","CC",2.59666069434707e-05
"Caribbean_Species","F4","CC",2.46451104100946e-05
"Caribbean_Species","F42","CC",2.5552574421873e-05
"Caribbean_Species","F43","CC",2.55532273726172e-05
"Caribbean_Species","F44","CC",2.55532273726172e-05
"Caribbean_Species","F45","CC",2.55532273726172e-05
"Caribbean_Species","F46","CC",2.55532273726172e-05
"Caribbean_Species","F5","CC",2.46451104100946e-05
"Caribbean_Species","F59","CC",2.54226515825601e-05
"Caribbean_Species","F64","CC",2.46463252329078e-05
"Caribbean_Species","F65","CC",2.46463252329078e-05
"Caribbean_Species","F70","CC",2.46451104100946e-05
"Caribbean_Species","F71","CC",2.46451104100946e-05
"Caribbean_Species","F72","CC",2.46463252329078e-05
"Caribbean_Species","F74","CC",2.46463252329078e-05
"Caribbean_Species","F84","CC",2.50294095562286e-05
"Caribbean_Species","F85","CC",2.51597645046042e-05
"Caribbean_Species","F127","CC",2.39148630874088e-05
"Caribbean_Species","F154","CC",2.59470679813181e-05
"Caribbean_Species","F16","CC",2.42742013787746e-05
"Caribbean_Species","F17","CC",2.43967893825173e-05
"Caribbean_Species","F24","CC",2.58197779499096e-05
"Caribbean_Species","F25","CC",2.58197779499096e-05
"Caribbean_Species","F26","CC",2.59605399792316e-05
"Caribbean_Species","F29","CC",2.59612139463641e-05
"Caribbean_Species","F30","CC",2.58197779499096e-05
"Caribbean_Species","F31","CC",2.58197779499096e-05
"Caribbean_Species","F32","CC",2.58191113061888e-05
"Caribbean_Species","F170","CC",2.40344172855529e-05
"Caribbean_Species","F171","CC",2.3915435021763e-05
"Caribbean_Species","F172","CC",2.40344172855529e-05
"Caribbean_Species","F181","CC",2.4152839166244e-05
"Caribbean_Species","F182","CC",2.4152839166244e-05
"Caribbean_Species","F184","CC",2.4152839166244e-05
"Caribbean_Species","F190","CC",2.4152839166244e-05
"Caribbean_Species","F191","CC",2.40326844508532e-05
"Caribbean_Species","F192","CC",2.47720967102656e-05
"Caribbean_Species","F103","CC",2.41522558206937e-05
"Caribbean_Species","F141","CC",2.55466993664419e-05
"Caribbean_Species","F55","CC",2.45182170352572e-05
"Caribbean_Species","F183","CC",2.41505059530997e-05
"Caribbean_Species","F135","CC",2.42724337969368e-05
"Caribbean_Species","F189","CC",2.41516725033209e-05
"Caribbean_Species","F115","CC",2.41516725033209e-05
"Caribbean_Species","F116","CC",2.41516725033209e-05
"Caribbean_Species","F117","CC",2.41516725033209e-05
"Caribbean_Species","F199","CC",2.37970586835467e-05
"Caribbean_Species","F200","CC",2.39148630874088e-05
"Caribbean_Species","F201","CC",2.33377675091601e-05
"Caribbean_Species","F202","CC",2.37976249970253e-05
"Caribbean_Species","F208","CC",2.37976249970253e-05
"Caribbean_Species","F33","CC",2.37976249970253e-05
"Caribbean_Species","F34","CC",2.34510576426997e-05
"Caribbean_Species","F35","CC",2.34510576426997e-05
"Caribbean_Species","F36","CC",2.36809699725301e-05
"Caribbean_Species","F37","CC",2.34510576426997e-05
"Caribbean_Species","F38","CC",2.36809699725301e-05
"Caribbean_Species","F40","CC",2.37976249970253e-05
"Caribbean_Species","F41","CC",2.37976249970253e-05
"Caribbean_Species","F198","CC",2.45212231186092e-05
"Caribbean_Species","F22","CC",2.37964923970207e-05
"Caribbean_Species","F11","CC",2.59470679813181e-05
"Caribbean_Species","F12","CC",2.59470679813181e-05
"Caribbean_Species","F195","CC",2.59470679813181e-05
"Caribbean_Species","F196","CC",2.59470679813181e-05
"Caribbean_Species","F197","CC",2.59470679813181e-05
"Caribbean_Species","F134","CC",2.37964923970207e-05
"Caribbean_Species","F136","CC",2.37964923970207e-05
"Caribbean_Species","F137","CC",2.37964923970207e-05
"Caribbean_Species","F138","CC",2.37964923970207e-05
"Caribbean_Species","F143","CC",2.37964923970207e-05
"Caribbean_Species","F144","CC",2.37964923970207e-05
"Caribbean_Species","F54","CC",2.37964923970207e-05
"Caribbean_Species","F62","CC",2.37964923970207e-05
"Caribbean_Species","F73","CC",2.37964923970207e-05
"Caribbean_Species","F92","CC",2.37964923970207e-05
"Caribbean_Species","F93","CC",2.37964923970207e-05
"Caribbean_Species","F133","CC",2.46378239873854e-05
"Caribbean_Species","F140","CC",2.37953599048186e-05
"Caribbean_Species","F194","CC",2.37959261374453e-05
"Caribbean_Species","F39","CC",2.32255667038276e-05
"Caribbean_Species","F66","CC",2.33377675091601e-05
"Serengeti_Baskerville","Acinonyx_jubatus","CC",6.83900971139379e-05
"Serengeti_Baskerville","Aepyceros_melampus","CC",4.52898550724638e-05
"Serengeti_Baskerville","Connochaetes_taurinus","CC",4.62962962962963e-05
"Serengeti_Baskerville","Nanger_granti","CC",4.66417910447761e-05
"Serengeti_Baskerville","Eudorcas_thomsonii","CC",4.59558823529412e-05
"Serengeti_Baskerville","Madoqua_kirkii","CC",4.77099236641221e-05
"Serengeti_Baskerville","Ourebia_ourebi","CC",3.98089171974522e-05
"Serengeti_Baskerville","Phacochoerus_africanus","CC",4.11184210526316e-05
"Serengeti_Baskerville","Redunca_redunca","CC",3.95569620253165e-05
"Serengeti_Baskerville","Canis_aureus","CC",5.07253728314903e-05
"Serengeti_Baskerville","Equus_quagga","CC",4.40140845070423e-05
"Serengeti_Baskerville","Canis_mesomelas","CC",4.80076812289966e-05
"Serengeti_Baskerville","Caracal_caracal","CC",8.73667656823344e-05
"Serengeti_Baskerville","Pedetes_capensis","CC",4.08496732026144e-05
"Serengeti_Baskerville","Procavia_capensis","CC",7.10227272727273e-05
"Serengeti_Baskerville","Rhabdomys_pumilio","CC",4.16666666666667e-05
"Serengeti_Baskerville","Crocuta_crocuta","CC",7.77061154712876e-05
"Serengeti_Baskerville","Alcelaphus_buselaphus","CC",4.46428571428571e-05
"Serengeti_Baskerville","Damaliscus_korrigum","CC",4.25170068027211e-05
"Serengeti_Baskerville","Kobus_ellipsiprymnus","CC",4.19463087248322e-05
"Serengeti_Baskerville","Leptailurus_serval","CC",4.19269632300532e-05
"Serengeti_Baskerville","Lycaon_pictus","CC",8.07102502017756e-05
"Serengeti_Baskerville","Tragelaphus_scriptus","CC",3.98089171974522e-05
"Serengeti_Baskerville","Panthera_leo","CC",9.99900009999e-05
"Serengeti_Baskerville","Giraffa_camelopardalis","CC",4.43262411347518e-05
"Serengeti_Baskerville","Syncerus_caffer","CC",4.37062937062937e-05
"Serengeti_Baskerville","Taurotragus_oryx","CC",4.28082191780822e-05
"Serengeti_Baskerville","Panthera_pardus","CC",0.000263435194942044
"Serengeti_Baskerville","Heterohyrax_brucei","CC",6.25e-05
"Serengeti_Baskerville","Papio_anubis","CC",4.73484848484848e-05
"Serengeti_Baskerville","acacia_senegal","CC",3.88198757763975e-05
"Serengeti_Baskerville","vachellia_tortilis","CC",3.88198757763975e-05
"Serengeti_Baskerville","andropogon_greenwayi","CC",3.88198757763975e-05
"Serengeti_Baskerville","aristida_spp.","CC",3.88198757763975e-05
"Serengeti_Baskerville","brachiaria_semiundulata","CC",3.88198757763975e-05
"Serengeti_Baskerville","chloris_gayana","CC",3.88198757763975e-05
"Serengeti_Baskerville","combretum_molle","CC",3.88198757763975e-05
"Serengeti_Baskerville","croton_macrostachyus","CC",3.88198757763975e-05
"Serengeti_Baskerville","cynodon_dactylon","CC",3.88198757763975e-05
"Serengeti_Baskerville","grewia_bicolor","CC",3.88198757763975e-05
"Serengeti_Baskerville","harpachne_schimperi","CC",3.88198757763975e-05
"Serengeti_Baskerville","hibiscus_spp.","CC",3.88198757763975e-05
"Serengeti_Baskerville","hyparrhenia_filipendula","CC",3.88198757763975e-05
"Serengeti_Baskerville","hyparrhenia_rufa","CC",3.88198757763975e-05
"Serengeti_Baskerville","indigofera_hochstetteri","CC",3.88198757763975e-05
"Serengeti_Baskerville","panicum_maximum","CC",3.88198757763975e-05
"Serengeti_Baskerville","pennisetum_mezianum","CC",3.88198757763975e-05
"Serengeti_Baskerville","sida_spp.","CC",3.88198757763975e-05
"Serengeti_Baskerville","solanum_incanum","CC",3.88198757763975e-05
"Serengeti_Baskerville","sporobolus_festivus","CC",3.88198757763975e-05
"Serengeti_Baskerville","sporobolus_ioclados","CC",3.88198757763975e-05
"Serengeti_Baskerville","sporobolus_pyramidalis","CC",3.88198757763975e-05
"Serengeti_Baskerville","themeda_triandra","CC",3.88198757763975e-05
"Serengeti_Baskerville","bothriochloa_insculpta","CC",3.88198757763975e-05
"Serengeti_Baskerville","digitaria_macroblephara","CC",3.88198757763975e-05
"Serengeti_Baskerville","digitaria_abyssinica","CC",3.88198757763975e-05
"Serengeti_Baskerville","dinebra_retroflexa","CC",3.88198757763975e-05
"Serengeti_Baskerville","eustachys_paspaloides","CC",3.88198757763975e-05
"Serengeti_Baskerville","heteropogon_contortus","CC",3.88198757763975e-05
"Serengeti_Baskerville","panicum_coloratum","CC",3.88198757763975e-05
"Serengeti_Baskerville","sporobolus_spicatus","CC",3.88198757763975e-05
"Serengeti_Baskerville","digitaria_diagonalis","CC",3.88198757763975e-05
"Serengeti_Baskerville","eragrostis_cilianensis","CC",3.88198757763975e-05
"Serengeti_Baskerville","eragrostis_tenuifolia","CC",3.88198757763975e-05
"Serengeti_Baskerville","microchloa_kunthii","CC",3.88198757763975e-05
"Serengeti_Baskerville","psilolemma_jaegeri","CC",3.88198757763975e-05
"Serengeti_Baskerville","balanites_aegyptiacus","CC",3.88198757763975e-05
"Serengeti_Baskerville","duosperma_kilimandscharicum","CC",3.88198757763975e-05
"Serengeti_Baskerville","pennisetum_stramineum","CC",3.88198757763975e-05
"Serengeti_Baskerville","sporobolus_fimbriatus","CC",3.88198757763975e-05
"Serengeti_Baskerville","acacia_robusta","CC",3.88198757763975e-05
"Serengeti_Baskerville","vachellia_seyal","CC",3.88198757763975e-05
"Serengeti_Baskerville","commiphora_trothae","CC",3.88198757763975e-05
"Serengeti_Baskerville","cordia_ovalis","CC",3.88198757763975e-05
"Serengeti_Baskerville","grewia_arborea","CC",3.88198757763975e-05
