"","X1","X2","X3","X4"
"39","capparis_tomentosa",34.0378249257813,49.2150901377408,14.333333
"117","cenchrus_ciliaris",28.5784667939453,33.9396240853103,18.75
"64","cissus_quadrangularis",63.2718748125,60.7326549846446,11
"65","cissus_rotundifolia",63.2718748125,60.7326549846446,11
"74","commelina_africana",193.4249985,123.143015134406,116
"31","commiphora_merkeri",43.7272460878906,42.4373129710741,11
"32","commiphora_schimperi",43.7272460878906,42.4373129710741,11
"58","croton_dichogamus",38.9043303378906,48.6840443002607,12
"66","cyphostemma_spp.",115.543749625,89.2326549846446,68
"121","digitaria_velutina",43.4402343515625,28.2080535724898,11
"2","emilia_coccinea",82.293749625,67.1226315858309,10
"42","ficus_glumosa",50.5709960878906,46.9840434335941,12
"43","ficus_ingens",50.5709960878906,46.9840434335941,12
"44","ficus_thonningii",50.5709960878906,46.9840434335941,12
"13","heliotropium_steudneri",71.599218703125,76.665488728688,50
"7","hoslundia_opposita",54.849218703125,53.9809649191642,30.5
"6","hypoestes_forskaolii",40.1329438515625,50.5920772524976,20.333334
"55","indigofera_basiflora",25.2885818969727,38.295659122988,12
"14","ipomoea_obscura",77.599218703125,77.415488728688,62
"10","jasminum_spp.",71.19843740625,70.6476315858309,45
"68","kalanchoe_spp.",201.1749985,134.91743759334,128
"41","kedrostis_foetidissima",102.283984351562,105.400710100261,97
"3","emilia_ukambensis",82.293749625,67.1226315858309,10
"9","ocimum_spp.",54.849218703125,53.9809649191642,30.5
"35","pappea_capensis",47.7272460878906,56.9373129710741,25.5
"27","pavonia_patens",35.8105793378906,40.8317575710741,20.333334
"20","pupalia_lappacea",106.793749625,96.6961609975956,56.5
"30","sclerocarya_birrea",76.4544921757813,77.7706463044074,64
"46","senna_didymobotrya",85.2839843515625,74.273437372988,63
"69","sansevieria_ehrenbergii",59.856249625,53.6358722772628,10
"70","sansevieria_suffruticosa",59.856249625,53.6358722772628,10
"15","solanum_dennekense",44.7996093515625,44.0821553953547,12
"115","tricholaena_teneriffae",18.7684003969727,29.078513251977,9.166667
"34","turraea_fischeri",69.9544921757813,69.6873129710741,51
"21","ximenia_caffra",157.08749925,124.946160997596,113
"45","ziziphus_spp.",89.1419921757813,89.6507101002607,76
"147","Hippopotamus_amphibius",82.3265625,89.8116620832683,59.5
"111","panicum_repens",23.7347167939453,27.075040751977,11
"105","andropogon_schirensis",22.9284672626953,30.9778228700975,10
"100","cymbopogon_caesius",37.8131840253906,40.9659481700975,26.737501
"126","digitaria_ternata",43.4402343515625,28.2080535724898,11
"76","phragmites_mauritianus",87.10468740625,76.420365602565,67.8125
"129","typha_capensis",129.356249625,115.215742407133,106
"161","Loxodonta_africana",312.625,111.659375,75.8
"4","blepharis_acanthodioides",59.932553703125,60.7587442524976,40.666668
"8","iboza_spp.",54.849218703125,53.9809649191642,30.5
"67","rhoicissus_revoilii",115.543749625,89.2326549846446,68
"19","achyranthes_aspera",106.793749625,96.6961609975956,56.5
"38","boscia_augustifolia",34.0378249257813,49.2150901377408,14.333333
"17","solanum_nigrum",44.7996093515625,44.0821553953547,12
"51","vachellia_xanthophloea",23.2885818969727,30.773437072988,8
"53","crotalaria_spinosa",52.4876615878906,53.073436122988,37.333332
"125","digitaria_milanjiana",43.4402343515625,28.2080535724898,11
"120","echinochloa_haploclada",62.3777343515625,58.637540751977,48.875
"60","euphorbia_candelabrum",65.8086606757813,63.5173783002607,41.666668
"37","kigelia_africana",78.817968703125,65.9373129710741,43
"109","panicum_deustum",23.7347167939453,27.075040751977,11
"106","sorghum_versicolor",62.1277331015625,59.0503205034308,48.474998
"94","chloris_pycnothrix",17.4850424814453,24.3940263882793,9
"79","eragrostis_exasperata",29.9818359257813,28.445365602565,11
"127","cyperus_spp.",91.1781248125,88.715742407133,53
"101","diheteropogon_amplectens",25.8847167626953,32.7819890367641,15.9125
"77","eragrostis_aspera",29.9818359257813,28.445365602565,11
"114","eriochloa_fatmensis",18.7684003969727,29.078513251977,9.166667
"128","kyllinga_nervosa",91.1781248125,88.715742407133,53
"1","pellaea_calomelanos",693.399988,390.568980248062,385.799988
"86","sporobolus_pellucidus",29.9818359257813,24.6127763168507,11
"89","sporobolus_stapfianus",29.9818359257813,24.6127763168507,11
"107","hyperthelia_dissoluta",75.780468203125,70.5928214034308,61.299999
"95","chloris_roxburghiana",17.4850424814453,24.3940263882793,9
"54","lonchocarpus_eriocalyx",38.5771637939453,44.628992122988,24.666666
"118","setaria_pallidefusca",19.2892333969727,29.5646240853103,10
"119","setaria_sphacelata",19.2892333969727,29.5646240853103,10
