Unique_link_identifier,Tip_label,Taxonomy,Metabolic_category,Feeding_type_-_consumer,Environment,Feeding_Mode,Trophic_Level,d15N,Mean_mass_(g),Mobility,Trophic_Uniqueness,Trophic_Flexibility,
451,Gymnoscopelus_braueri,Gymnoscopelus_braueri,ectotherm_vertebrate,carnivorous,pelagic,predator,3.59,8.317,25,4,0.119,0.5981,TRUE
452,Gymnoscopelus_opisthopterus,Gymnoscopelus_opisthopterus,ectotherm_vertebrate,carnivorous,pelagic,predator,3.38,8.317,36,4,0.083,0.2833,TRUE
453,Gymnoscopelus_nicholsi,Gymnoscopelus_nicholsi,ectotherm_vertebrate,carnivorous,pelagic,predator,3.71,8.317,110,4,0.113,0.368,TRUE
454,Protomyctophum_bolini,Protomyctophum_bolini,ectotherm_vertebrate,carnivorous,pelagic,predator,3.42,8.05,5.6,4,0.091,0.2443,TRUE
455,,Pagetopsis_macropterus,ectotherm_vertebrate,carnivorous,demersal,predator,4.71,9.99,610,4,0.202,0.3285,Error
456,,Muraenolepis_marmoratus,ectotherm_vertebrate,omnivorous,benthopelagic,predator,3.17,8.88,1000,4,0.087,0.4699,Error
457,Muraenolepis_microps,Muraenolepis_microps,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.68,10.04,710,4,0.121,0.5665,TRUE
458,Pachycara_brachycephalum,Pachycara_brachycephalum,ectotherm_vertebrate,carnivorous,demersal,predator,3.96,13.83,3.5,4,0.134,0.4128,TRUE
459,,Champsocephalus_gunnari,ectotherm_vertebrate,carnivorous,pelagic,predator,3.72,8.107,2200,4,0.158,0.6247,Error
460,Fulmarus_glacialoides,Fulmarus_glacialoides,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.45,6.71,14000,4,0.116,0.445,TRUE
461,Thalassoica_antarctica,Thalassoica_antarctica,endotherm_vertebrate,carnivorous,land-based,predator,4.43,5.57,600,4,0.113,0.442,TRUE
462,Halobaena_caerulea,Halobaena_caerulea,endotherm_vertebrate,carnivorous,land-based,predator,4.39,6.25,230,4,0.11,0.4337,TRUE
463,Daption_capense,Daption_capense,endotherm_vertebrate,carnivorous,land-based,predator,4.43,6.47,5500,4,0.122,0.4511,TRUE
464,Pagodroma_nivea,Pagodroma_nivea,endotherm_vertebrate,carnivorous,land-based,predator,4.23,7.19,4000,4,0.133,0.4631,TRUE
465,Aphrodroma_brevirostris,Aphrodroma_brevirostris,endotherm_vertebrate,carnivorous,land-based,predator,4.21,7.84,330,4,0.127,0.4552,TRUE
466,Macronectes_halli,Macronectes_halli,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,5,12.13,4100,4,0.149,0.2473,TRUE
467,Macronectes_giganteus,Macronectes_giganteus,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.33,12.13,4700,4,0.124,0.467,TRUE
468,Procellaria_aequinoctialis,Procellaria_aequinoctialis,endotherm_vertebrate,carnivorous,land-based,predator,4.28,6.65,600,4,0.128,0.441,TRUE
469,Oceanites_oceanicus,Oceanites_oceanicus,endotherm_vertebrate,carnivorous/necrovorous,land-based,predator/scavenger,4.11,8.28,600,4,0.118,0.4765,TRUE
470,Sterna_vittata,Sterna_vittata,endotherm_vertebrate,carnivorous,land-based,predator,3.88,5.4,420,4,0.134,0.2444,TRUE
471,Sterna_paradisaea,Sterna_paradisaea,endotherm_vertebrate,carnivorous,land-based,predator,4.08,5.85,380,4,0.119,0.4765,TRUE
472,Pachyptila_desolata,Pachyptila_desolata,endotherm_vertebrate,carnivorous,land-based,predator,4.25,6.38,170,4,0.115,0.4051,TRUE
473,Aptenodytes_forsteri,Aptenodytes_forsteri,endotherm_vertebrate,carnivorous,land-based,predator,4.78,10.28,11000,4,0.206,0.2327,TRUE
474,Pygoscelis_adeliae,Pygoscelis_adeliae,endotherm_vertebrate,carnivorous,land-based,predator,3.8,8.54,880,4,0.122,0.2675,TRUE
475,,Lobodon_carcinophagus,endotherm_vertebrate,carnivorous,land-based,predator,4.29,6.083,750000,4,0.115,0.4184,Error
476,Hydrurga_leptonyx,Hydrurga_leptonyx,endotherm_vertebrate,carnivorous,land-based,predator,4.74,7.75,1400000,4,0.161,0.4214,TRUE
477,Arctocephalus_gazella,Arctocephalus_gazella,endotherm_vertebrate,carnivorous,land-based,predator,4.68,8.014,320000,4,0.168,0.4457,TRUE
478,Mirounga_leonina,Mirounga_leonina,endotherm_vertebrate,carnivorous,land-based,predator,4.88,6.91,5000000,4,0.208,0.1706,TRUE
479,Ommatophoca_rossii,Ommatophoca_rossii,endotherm_vertebrate,carnivorous,land-based,predator,4.88,9.26,370000,4,0.208,0.1706,TRUE
480,Leptonychotes_weddellii,Leptonychotes_weddellii,endotherm_vertebrate,carnivorous,land-based,predator,4.87,13.916,770000,4,0.197,0.265,TRUE
481,Balaenoptera_musculus,Balaenoptera_musculus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.07,10.17,1900000,4,0.11,0.4151,TRUE
482,Balaenoptera_physalus,Balaenoptera_physalus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.07,10.17,860000000,4,0.11,0.4151,TRUE
483,Balaenoptera_acutorostrata,Balaenoptera_acutorostrata,endotherm_vertebrate,carnivorous,benthopelagic,predator,3.75,10.17,52000000,4,0.108,0.413,TRUE
484,Physeter_macrocephalus,Physeter_macrocephalus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.17,250000000,4,0.142,0.2814,TRUE
485,Megaptera_novaeangliae,Megaptera_novaeangliae,endotherm_vertebrate,carnivorous,benthopelagic,predator,3.26,10.17,280000000,4,0.14,0.1418,TRUE
486,Orcinus_orca,Orcinus_orca,endotherm_vertebrate,carnivorous,benthopelagic,predator,5.07,10.17,40000000,4,0.198,0.1982,TRUE
487,Lagenorhynchus_cruciger,Lagenorhynchus_cruciger,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.5,240000,4,0.142,0.2814,TRUE
488,Tursiops_truncatus,Tursiops_truncatus,endotherm_vertebrate,carnivorous,benthopelagic,predator,4.51,10.5,2300000,4,0.142,0.2814,TRUE
