prey_code,pred_code,weight
F105,F33,8.00548E-05
F105,F33,8.01E-05
F105,F33,7.97765E-05
F11,F33,6.62E-05
F105,F33,7.99E-05
F105,F33,0.000079799
F105,F33,8.00E-05
F113,F33,6.65E-05
F114,F33,8.00E-05
F115,F33,6.67123E-05
F115,F33,6.67123E-05
F115,F33,6.67123E-05
F115,F33,6.67123E-05
F115,F33,6.67E-05
F11,F33,6.49795E-05
F120,F33,6.67123E-05
F121,F33,6.67E-05
F121,F33,6.60518E-05
F123,F33,6.67123E-05
F123,F33,6.67123E-05
F123,F33,6.68502E-05
F126,F33,7.98605E-05
F127,F33,6.47693E-05
F128,F33,6.67123E-05
F128,F33,6.67123E-05
F11,F33,6.67123E-05
F128,F33,6.67E-05
F134,F33,6.63E-05
F134,F33,6.66558E-05
F134,F33,6.65E-05
F134,F33,6.64958E-05
F134,F33,6.64E-05
F14,F33,8.00548E-05
F140,F33,6.69E-05
F140,F33,6.33094E-05
F140,F33,7.96E-05
F140,F33,7.98306E-05
F140,F33,6.65843E-05
F140,F33,6.67123E-05
F140,F33,6.75E-05
F140,F33,6.65E-05
F14,F33,8.00548E-05
F140,F33,6.66E-05
F154,F33,6.67123E-05
F154,F33,6.49412E-05
F156,F33,8.00838E-05
F156,F33,8.00548E-05
F156,F33,8.01E-05
F156,F33,7.89273E-05
F14,F33,7.97888E-05
F156,F33,8.00E-05
F156,F33,6.67123E-05
F156,F33,6.67E-05
F156,F33,6.66E-05
F156,F33,6.66E-05
F156,F33,6.65E-05
F166,F33,6.35356E-05
F166,F33,6.67123E-05
F166,F33,6.50852E-05
F166,F33,6.67123E-05
F14,F33,7.98242E-05
F170,F33,0.000066119
F170,F33,6.64E-05
F170,F33,6.64E-05
F173,F33,6.58983E-05
F173,F33,6.67123E-05
F173,F33,6.51488E-05
F178,F33,6.53368E-05
F178,F33,6.67123E-05
F178,F33,6.46836E-05
F178,F33,6.67123E-05
F178,F33,6.66E-05
F178,F33,8.00E-05
F178,F33,7.98E-05
F178,F33,8.00E-05
F178,F33,8.01131E-05
F178,F33,8.08634E-05
F178,F33,8.00548E-05
F178,F33,6.67123E-05
F194,F33,6.67123E-05
F194,F33,6.63771E-05
F194,F33,6.62705E-05
F194,F33,6.26407E-05
F199,F33,6.67E-05
F1,F33,6.67E-05
F199,F33,6.67123E-05
F201,F33,7.99858E-05
F203,F33,6.67123E-05
F203,F33,6.63889E-05
F203,F33,6.73339E-05
F208,F33,7.93932E-05
F22,F33,6.68502E-05
F22,F33,6.67123E-05
F24,F33,8.05583E-05
F24,F33,7.93997E-05
F24,F33,8.01E-05
F24,F33,8.00548E-05
F24,F33,8.01E-05
F24,F33,8.00548E-05
F24,F33,8.00548E-05
F24,F33,7.99858E-05
F24,F33,8.01821E-05
F33,F33,7.99721E-05
F33,F33,7.91774E-05
F33,F33,7.99E-05
F33,F33,7.99E-05
F33,F33,7.91153E-05
F49,F33,6.67E-05
F49,F33,6.66E-05
F49,F33,6.67E-05
F54,F33,6.66E-05
F55,F33,6.66E-05
F56,F33,6.63144E-05
F56,F33,6.66E-05
F56,F33,6.61628E-05
F59,F33,6.58E-05
F62,F33,6.66549E-05
F63,F33,6.66549E-05
F64,F33,6.60E-05
F64,F33,6.67E-05
F72,F33,6.66E-05
F73,F33,6.69882E-05
F73,F33,6.64907E-05
F73,F33,6.67123E-05
F73,F33,6.68633E-05
F73,F33,6.71923E-05
F73,F33,6.71601E-05
F73,F33,6.67E-05
F73,F33,6.67123E-05
F73,F33,6.71216E-05
F73,F33,6.66E-05
F73,F33,6.64E-05
F84,F33,6.67123E-05
F84,F33,6.67123E-05
F86,F33,6.60518E-05
F86,F33,6.06476E-05
F86,F33,6.73E-05
F86,F33,6.59012E-05
F86,F33,6.75568E-05
F92,F33,6.67E-05
F92,F33,6.68E-05
F100,F33,6.63804E-05
F100,F33,6.64E-05
F100,F33,6.58E-05
F100,F33,6.67123E-05
F100,F33,6.63872E-05
F127,F33,0.00056191
F170,F33,0.000573619
F170,F33,0.000575769
F170,F33,0.000576103
F201,F33,0.000578269
F208,F33,0.000573984
F33,F33,0.000578169
F33,F33,0.000572424
F33,F33,0.00057787
F33,F33,0.000577544
F33,F33,0.000571975
F55,F33,5.78E-04
F127,F33,0.000809948
F173,F33,0.000834247
F178,F33,0.000834247
F24,F33,0.000834247
F49,F33,0.000834247
F49,F33,8.33E-04
F49,F33,0.000834247
F49,F33,0.000834247
F55,F33,8.33E-04
F59,F33,0.000822819
F60,F33,0.000417123
F60,F33,0.000417123
F73,F33,0.000840248
F73,F33,0.000839846
F73,F33,8.34E-04
F8,F33,0.000833358
F84,F33,0.000834247
F84,F33,0.000834247
F8,F33,0.000834247
F170,F33,0.00066119
F170,F33,0.000663668
F170,F33,0.000664053
F24,F33,0.000671319
F24,F33,0.000661665
F24,F33,6.67E-04
F24,F33,0.000667123
F24,F33,0.000667123
F24,F33,0.000667123
F24,F33,0.000667123
F24,F33,0.000666549
F24,F33,0.000668184
F1,F33,8.06E-05
F10,F33,8.60274E-05
F100,F33,8.60274E-05
F100,F33,8.51525E-05
F100,F33,8.47039E-05
F100,F33,8.63729E-05
F100,F33,8.53392E-05
F105,F33,8.52669E-05
F105,F33,8.60E-05
F105,F33,8.60274E-05
F105,F33,8.60E-05
F105,F33,8.57283E-05
F11,F33,8.54E-05
F105,F33,8.59E-05
F105,F33,8.57525E-05
F105,F33,8.59E-05
F113,F33,8.58E-05
F115,F33,8.60274E-05
F115,F33,8.60274E-05
F115,F33,8.60274E-05
F115,F33,8.60274E-05
F115,F33,8.60E-05
F11,F33,8.37929E-05
F120,F33,8.60274E-05
F121,F33,8.60E-05
F121,F33,8.51756E-05
F123,F33,8.60274E-05
F123,F33,8.60274E-05
F123,F33,8.62051E-05
F127,F33,8.35217E-05
F128,F33,8.60274E-05
F128,F33,8.60274E-05
F11,F33,8.60274E-05
F128,F33,8.60274E-05
F131,F33,8.60274E-05
F131,F33,8.11579E-05
F131,F33,8.60274E-05
F134,F33,8.55285E-05
F134,F33,8.59546E-05
F134,F33,8.57E-05
F134,F33,8.57482E-05
F134,F33,8.56E-05
F139,F33,8.60274E-05
F14,F33,8.60274E-05
F140,F33,8.60274E-05
F140,F33,8.63E-05
F140,F33,8.16393E-05
F140,F33,8.56E-05
F140,F33,8.57864E-05
F140,F33,8.58623E-05
F140,F33,8.60274E-05
F140,F33,8.60274E-05
F140,F33,8.70E-05
F140,F33,8.57E-05
F14,F33,8.60274E-05
F140,F33,8.59E-05
F140,F33,8.47039E-05
F140,F33,8.60274E-05
F140,F33,8.60274E-05
F154,F33,8.60274E-05
F154,F33,8.37435E-05
F156,F33,8.60586E-05
F156,F33,8.60274E-05
F156,F33,8.61E-05
F156,F33,8.48157E-05
F14,F33,8.57416E-05
F156,F33,8.60E-05
F156,F33,8.60274E-05
F156,F33,8.60E-05
F156,F33,8.59E-05
F156,F33,8.59E-05
F156,F33,8.58E-05
F166,F33,8.19309E-05
F166,F33,8.60274E-05
F166,F33,8.39292E-05
F166,F33,8.60274E-05
F14,F33,8.57796E-05
F170,F33,0.000170524
F170,F33,8.56E-05
F170,F33,1.71E-04
F173,F33,8.49777E-05
F173,F33,8.60274E-05
F173,F33,8.60274E-05
F173,F33,8.40111E-05
F173,F33,8.60274E-05
F178,F33,8.42536E-05
F178,F33,8.60274E-05
F178,F33,8.60274E-05
F178,F33,8.34113E-05
F178,F33,8.60274E-05
F178,F33,8.59E-05
F178,F33,8.57E-05
F178,F33,8.60274E-05
F178,F33,8.60274E-05
F178,F33,8.60274E-05
F178,F33,8.07769E-05
F178,F33,8.60E-05
F19,F33,8.60274E-05
F178,F33,0.00008609
F178,F33,8.68964E-05
F178,F33,8.60274E-05
F178,F33,8.60274E-05
F194,F33,8.51024E-05
F194,F33,8.60274E-05
F194,F33,8.55951E-05
F194,F33,8.54577E-05
F194,F33,8.07769E-05
F199,F33,8.60E-05
F1,F33,8.60E-05
F19,F33,8.60274E-05
F199,F33,8.60274E-05
F201,F33,0.000171907
F203,F33,8.60274E-05
F203,F33,8.56103E-05
F203,F33,8.68289E-05
F206,F33,8.59949E-05
F206,F33,8.52524E-05
F208,F33,0.000170633
F19,F33,8.60274E-05
F22,F33,8.62051E-05
F22,F33,8.60274E-05
F24,F33,8.65685E-05
F24,F33,8.53235E-05
F24,F33,8.60E-05
F24,F33,8.60274E-05
F24,F33,8.60E-05
F24,F33,8.60274E-05
F1,F33,8.60E-05
F24,F33,8.60274E-05
F24,F33,8.59533E-05
F24,F33,8.61642E-05
F33,F33,8.59385E-05
F4,F33,8.60274E-05
F33,F33,8.58E-05
F33,F33,0.000170036
F42,F33,8.60274E-05
F42,F33,8.54724E-05
F42,F33,8.60274E-05
F42,F33,8.60274E-05
F46,F33,8.60274E-05
F47,F33,8.59291E-05
F47,F33,8.59291E-05
F49,F33,8.60E-05
F4,F33,8.60274E-05
F49,F33,8.59E-05
F49,F33,8.60E-05
F49,F33,8.60E-05
F53,F33,8.47039E-05
F54,F33,8.59E-05
F56,F33,8.55143E-05
F56,F33,8.59E-05
F56,F33,8.53188E-05
F59,F33,8.48E-05
F6,F33,8.60274E-05
F60,F33,5.16164E-05
F60,F33,0.000034411
F62,F33,8.59533E-05
F63,F33,8.59533E-05
F64,F33,8.52E-05
F64,F33,8.60E-05
F67,F33,8.60274E-05
F67,F33,8.60274E-05
F67,F33,8.59128E-05
F6,F33,8.60274E-05
F70,F33,8.60274E-05
F70,F33,8.60274E-05
F72,F33,8.58E-05
F73,F33,8.63831E-05
F73,F33,8.57416E-05
F73,F33,8.60274E-05
F73,F33,8.62221E-05
F73,F33,8.66463E-05
F73,F33,8.66048E-05
F73,F33,8.60E-05
F8,F33,8.59357E-05
F73,F33,8.60274E-05
F73,F33,8.65552E-05
F73,F33,8.59E-05
F73,F33,8.56E-05
F84,F33,8.60274E-05
F84,F33,8.60274E-05
F86,F33,8.51756E-05
F86,F33,7.57951E-05
F86,F33,7.82067E-05
F86,F33,8.67E-05
F8,F33,8.60274E-05
F86,F33,8.49815E-05
F86,F33,8.71164E-05
F92,F33,8.60E-05
F92,F33,8.61E-05
F100,F33,8.55994E-05
F100,F33,8.56E-05
F100,F33,8.48292E-05
F100,F33,8.60274E-05
F100,F33,8.60274E-05
F100,F33,8.56081E-05
F1,F33,3.29E-05
F10,F33,3.51E-05
F100,F33,3.50959E-05
F100,F33,3.47E-05
F100,F33,3.52368E-05
F105,F33,3.48E-05
F105,F33,3.51E-05
F105,F33,3.50959E-05
F105,F33,3.51E-05
F105,F33,3.50E-05
F11,F33,3.48E-05
F105,F33,3.50E-05
F105,F33,3.50E-05
F105,F33,3.51E-05
F113,F33,3.50E-05
F114,F33,3.51E-05
F115,F33,3.51E-05
F115,F33,3.50959E-05
F115,F33,3.50959E-05
F115,F33,3.50959E-05
F115,F33,3.51E-05
F11,F33,3.41843E-05
F120,F33,3.50959E-05
F121,F33,3.51E-05
F121,F33,3.47E-05
F123,F33,3.50959E-05
F123,F33,3.50959E-05
F123,F33,3.51684E-05
F126,F33,0.00046681
F127,F33,3.40737E-05
F128,F33,3.50959E-05
F128,F33,3.50959E-05
F11,F33,3.50959E-05
F128,F33,3.51E-05
F134,F33,3.49E-05
F134,F33,3.50662E-05
F134,F33,3.50E-05
F134,F33,0.000034982
F134,F33,3.49E-05
F139,F33,3.50959E-05
F14,F33,3.50959E-05
F140,F33,3.52E-05
F140,F33,3.33057E-05
F140,F33,3.49E-05
F140,F33,3.49976E-05
F140,F33,3.50285E-05
F140,F33,3.50959E-05
F140,F33,3.55E-05
F140,F33,3.50E-05
F14,F33,3.50959E-05
F140,F33,3.50E-05
F154,F33,3.50959E-05
F154,F33,3.41641E-05
F156,F33,3.51086E-05
F156,F33,3.50959E-05
F156,F33,3.51E-05
F156,F33,3.46016E-05
F14,F33,3.49793E-05
F156,F33,3.51E-05
F156,F33,3.50959E-05
F156,F33,3.51E-05
F156,F33,3.50E-05
F156,F33,3.50E-05
F156,F33,3.50E-05
F166,F33,3.34247E-05
F166,F33,3.50959E-05
F166,F33,3.42399E-05
F166,F33,3.50959E-05
F14,F33,3.50E-05
F170,F33,3.48E-05
F170,F33,3.49E-05
F170,F33,3.49E-05
F173,F33,3.47E-05
F173,F33,3.50959E-05
F173,F33,3.42733E-05
F178,F33,3.43723E-05
F178,F33,3.50959E-05
F178,F33,3.40286E-05
F178,F33,3.50959E-05
F178,F33,3.50E-05
F178,F33,3.51E-05
F178,F33,3.50E-05
F178,F33,3.51E-05
F178,F33,3.51E-05
F178,F33,3.54504E-05
F178,F33,3.50959E-05
F194,F33,3.47185E-05
F194,F33,3.50959E-05
F194,F33,3.49195E-05
F194,F33,3.48635E-05
F194,F33,3.29539E-05
F199,F33,3.51E-05
F1,F33,3.51E-05
F199,F33,3.50959E-05
F201,F33,1.17E-04
F201,F33,0.000116886
F203,F33,3.50959E-05
F203,F33,3.49E-05
F203,F33,3.54229E-05
F208,F33,0.000116019
F22,F33,3.51684E-05
F22,F33,3.50959E-05
F24,F33,3.53166E-05
F24,F33,3.48E-05
F24,F33,3.51E-05
F24,F33,3.50959E-05
F24,F33,3.51E-05
F24,F33,3.50959E-05
F1,F33,3.51E-05
F24,F33,3.50959E-05
F24,F33,3.50657E-05
F24,F33,3.51517E-05
F33,F33,0.000116865
F33,F33,0.000117111
F33,F33,0.000117111
F33,F33,0.000115704
F33,F33,0.000117111
F33,F33,1.17E-04
F33,F33,1.17E-04
F33,F33,0.000115613
F42,F33,3.48695E-05
F42,F33,3.50959E-05
F42,F33,3.50959E-05
F49,F33,3.51E-05
F49,F33,3.51E-05
F49,F33,3.51E-05
F53,F33,3.46E-05
F54,F33,3.51E-05
F55,F33,4.67E-04
F56,F33,3.48866E-05
F56,F33,3.50E-05
F56,F33,3.48E-05
F59,F33,3.46E-05
F62,F33,3.51E-05
F63,F33,3.50657E-05
F64,F33,3.47E-05
F64,F33,3.51E-05
F66,F33,1.16E-04
F72,F33,3.50E-05
F73,F33,0.000035241
F73,F33,3.49793E-05
F73,F33,3.51E-05
F73,F33,3.52E-05
F73,F33,3.53484E-05
F73,F33,3.53314E-05
F73,F33,3.51E-05
F73,F33,3.50959E-05
F73,F33,3.53E-05
F73,F33,3.50E-05
F73,F33,3.49E-05
F84,F33,3.50959E-05
F84,F33,3.50959E-05
F86,F33,3.47E-05
F86,F33,3.19054E-05
F86,F33,3.54E-05
F86,F33,3.46692E-05
F86,F33,3.55401E-05
F92,F33,3.51E-05
F92,F33,3.51E-05
F100,F33,3.49213E-05
F100,F33,3.49E-05
F100,F33,3.46E-05
F100,F33,3.50959E-05
F100,F33,3.49E-05
F73,F4,0.022889524
F1,F33,5.78E-05
F10,F33,6.16438E-05
F100,F33,6.16438E-05
F100,F33,6.10E-05
F100,F33,6.06955E-05
F100,F33,6.12E-05
F105,F33,6.16E-05
F115,F33,6.16438E-05
F115,F33,6.16E-05
F120,F33,6.16438E-05
F121,F33,6.16E-05
F121,F33,6.10335E-05
F123,F33,6.16438E-05
F123,F33,6.16438E-05
F126,F33,0.001229885
F128,F33,6.16438E-05
F128,F33,6.16438E-05
F11,F33,6.16438E-05
F131,F33,6.16438E-05
F131,F33,5.81546E-05
F139,F33,6.16438E-05
F14,F33,6.16438E-05
F140,F33,6.15255E-05
F140,F33,6.16438E-05
F140,F33,6.16438E-05
F140,F33,6.24E-05
F140,F33,6.14E-05
F14,F33,6.16438E-05
F140,F33,6.15E-05
F140,F33,6.06955E-05
F140,F33,6.16438E-05
F140,F33,6.16438E-05
F154,F33,6.00073E-05
F156,F33,6.16438E-05
F156,F33,6.07756E-05
F156,F33,6.16438E-05
F156,F33,6.15E-05
F166,F33,5.87084E-05
F166,F33,6.16438E-05
F166,F33,6.01403E-05
F166,F33,6.16438E-05
F173,F33,6.16438E-05
F173,F33,6.16438E-05
F178,F33,6.16438E-05
F178,F33,5.97693E-05
F178,F33,6.16438E-05
F178,F33,6.16438E-05
F178,F33,6.16438E-05
F178,F33,5.78815E-05
F19,F33,6.16438E-05
F178,F33,6.16438E-05
F178,F33,6.16438E-05
F194,F33,5.78815E-05
F1,F33,6.16E-05
F203,F33,6.16438E-05
F203,F33,6.22182E-05
F206,F33,6.10885E-05
F19,F33,6.16438E-05
F24,F33,6.16E-05
F1,F33,6.16E-05
F4,F33,6.16438E-05
F42,F33,6.16438E-05
F42,F33,6.12461E-05
F42,F33,6.16438E-05
F42,F33,6.16438E-05
F46,F33,6.16438E-05
F47,F33,6.15734E-05
F49,F33,6.16E-05
F4,F33,6.16438E-05
F49,F33,6.16E-05
F49,F33,6.16E-05
F49,F33,6.16E-05
F53,F33,6.06955E-05
F55,F33,1.23E-03
F59,F33,6.08E-05
F6,F33,6.16438E-05
F60,F33,3.69863E-05
F60,F33,2.46575E-05
F64,F33,6.10E-05
F64,F33,6.16E-05
F6,F33,6.16438E-05
F70,F33,6.16438E-05
F70,F33,6.16438E-05
F72,F33,6.15E-05
F73,F33,0.000061439
F73,F33,6.18E-05
F73,F33,6.20873E-05
F73,F33,6.20576E-05
F73,F33,6.16E-05
F8,F33,6.15782E-05
F84,F33,6.16438E-05
F84,F33,6.16438E-05
F86,F33,6.10335E-05
F86,F33,5.43117E-05
F86,F33,5.60399E-05
F86,F33,6.21E-05
F8,F33,6.16438E-05
F86,F33,6.08944E-05
F86,F33,6.24241E-05
F100,F33,6.13E-05
F100,F33,6.08E-05
F100,F33,6.16438E-05
F100,F33,6.16438E-05
F1,F33,2.06E-04
F10,F33,0.000220164
F100,F33,0.000220164
F100,F33,0.000217925
F100,F33,0.000216777
F100,F33,0.000218403
F105,F33,2.20E-04
F115,F33,0.000220164
F115,F33,0.000220164
F120,F33,0.000220164
F121,F33,0.000220164
F121,F33,0.000217985
F123,F33,0.000220164
F123,F33,0.000220164
F128,F33,0.000220164
F128,F33,0.000220164
F11,F33,0.000220164
F131,F33,0.000220164
F131,F33,0.000207702
F139,F33,0.000220164
F14,F33,0.000220164
F140,F33,0.000219742
F140,F33,0.000220164
F140,F33,0.000220164
F140,F33,0.000222695
F140,F33,0.000219334
F14,F33,0.000220164
F140,F33,2.20E-04
F140,F33,0.000216777
F140,F33,0.000220164
F140,F33,0.000220164
F154,F33,0.000214319
F156,F33,0.000220164
F156,F33,0.000217063
F156,F33,0.000220164
F156,F33,2.20E-04
F166,F33,0.00020968
F166,F33,0.000220164
F166,F33,0.000214795
F166,F33,0.000220164
F173,F33,0.000220164
F173,F33,0.000220164
F178,F33,0.000220164
F178,F33,0.000213469
F178,F33,0.000220164
F178,F33,0.000220164
F178,F33,0.000220164
F178,F33,0.000206727
F19,F33,0.000220164
F178,F33,0.000220164
F178,F33,0.000220164
F194,F33,0.000206727
F1,F33,2.20E-04
F203,F33,0.000220164
F203,F33,0.000222216
F206,F33,0.000218181
F19,F33,0.000220164
F24,F33,0.000220164
F1,F33,2.20E-04
F4,F33,0.000220164
F42,F33,0.000220164
F42,F33,0.000218744
F42,F33,0.000220164
F42,F33,0.000220164
F46,F33,0.000220164
F49,F33,2.20E-04
F4,F33,0.000220164
F49,F33,2.20E-04
F49,F33,2.20E-04
F49,F33,0.000440329
F53,F33,0.000216777
F59,F33,0.000217148
F6,F33,0.000220164
F60,F33,0.000125808
F60,F33,9.43562E-05
F64,F33,0.000217961
F64,F33,2.20E-04
F6,F33,0.000220164
F70,F33,0.000220164
F70,F33,0.000220164
F72,F33,2.20E-04
F73,F33,0.000219433
F73,F33,0.000220663
F73,F33,0.000221748
F73,F33,0.000221642
F73,F33,2.20E-04
F8,F33,0.00021993
F84,F33,0.000220164
F84,F33,0.000220164
F86,F33,0.000217985
F86,F33,0.000193977
F86,F33,0.000200149
F86,F33,0.000221951
F8,F33,0.000220164
F86,F33,0.000217488
F86,F33,0.000222951
F100,F33,0.000219016
F100,F33,0.000217098
F100,F33,0.000220164
F100,F33,0.000220164
F173,F4,0.012150685
F1,F55,0.000278617
F131,F55,0.00029737
F131,F55,0.000280538
F131,F55,0.00029737
F173,F55,0.000887334
F1,F55,2.97E-04
F1,F55,2.97E-04
F60,F55,0.000462575
F60,F55,0.000446055
F115,F63,0.006506849
F121,F63,0.006442425
F1,F66,4.61E-05
F10,F66,4.92E-05
F100,F66,4.91507E-05
F100,F66,4.87E-05
F100,F66,4.83945E-05
F100,F66,4.88E-05
F105,F66,4.91E-05
F115,F66,4.91507E-05
F115,F66,4.92E-05
F120,F66,4.91507E-05
F121,F66,4.92E-05
F121,F66,4.87E-05
F123,F66,4.91507E-05
F123,F66,4.91507E-05
F128,F66,4.91507E-05
F128,F66,4.91507E-05
F11,F66,4.91507E-05
F131,F66,4.91507E-05
F131,F66,4.63686E-05
F139,F66,4.91507E-05
F14,F66,4.91507E-05
F140,F66,4.90563E-05
F140,F66,4.91507E-05
F140,F66,4.91507E-05
F140,F66,4.97E-05
F140,F66,4.90E-05
F14,F66,4.91507E-05
F140,F66,4.91E-05
F140,F66,4.83945E-05
F140,F66,4.91507E-05
F140,F66,4.91507E-05
F154,F66,4.78458E-05
F156,F66,4.91507E-05
F156,F66,4.91507E-05
F156,F66,4.91E-05
F166,F66,4.68102E-05
F166,F66,4.91507E-05
F166,F66,4.79519E-05
F166,F66,4.91507E-05
F173,F66,4.91507E-05
F173,F66,4.91507E-05
F178,F66,4.91507E-05
F178,F66,0.000047656
F178,F66,4.91507E-05
F178,F66,4.91507E-05
F178,F66,4.91507E-05
F178,F66,4.61509E-05
F19,F66,4.91507E-05
F178,F66,4.91507E-05
F194,F66,4.61509E-05
F1,F66,4.92E-05
F203,F66,4.96086E-05
F206,F66,4.91321E-05
F206,F66,4.87079E-05
F19,F66,4.91507E-05
F22,F66,4.91507E-05
F24,F66,4.91507E-05
F24,F66,4.91507E-05
F1,F66,4.92E-05
F4,F66,4.91507E-05
F42,F66,4.91507E-05
F42,F66,4.88336E-05
F42,F66,4.91507E-05
F42,F66,4.91507E-05
F46,F66,4.91507E-05
F47,F66,4.90945E-05
F49,F66,4.92E-05
F4,F66,4.91507E-05
F49,F66,4.91E-05
F49,F66,4.92E-05
F49,F66,4.92E-05
F53,F66,4.83945E-05
F59,F66,4.85E-05
F6,F66,4.91507E-05
F60,F66,2.45753E-05
F60,F66,2.45753E-05
F64,F66,4.87E-05
F64,F66,4.92E-05
F6,F66,4.91507E-05
F70,F66,4.91507E-05
F70,F66,4.91507E-05
F72,F66,4.90E-05
F73,F66,4.89874E-05
F73,F66,4.93E-05
F73,F66,4.95043E-05
F73,F66,4.94806E-05
F73,F66,4.92E-05
F8,F66,4.90983E-05
F84,F66,4.91507E-05
F84,F66,4.91507E-05
F86,F66,4.87E-05
F86,F66,4.33046E-05
F86,F66,4.46824E-05
F86,F66,4.95E-05
F8,F66,4.92E-05
F86,F66,4.85531E-05
F86,F66,4.97728E-05
F100,F66,4.89E-05
F100,F66,4.85E-05
F100,F66,4.91507E-05
F100,F66,4.91507E-05
F100,F72,0.003222233
F67,F72,0.001075973
F67,F72,0.001075973
F67,F72,0.00107454
F100,F72,0.003232387
F115,F73,0.000385753
F178,F73,5.63836E-05
F19,F73,5.63836E-05
F19,F73,5.63836E-05
F19,F73,2.81918E-05
F49,F84,0.006533123
F49,F84,0.019676712
F1,F86,0.000314195
F1,F86,0.000335342
F1,F86,2.98E-04
