"Food_Web","Measure","Species","Distinctiveness"
"Serengeti_deVisser","PE","Sylvicapra_grimmia",21.8
"Serengeti_deVisser","PE","Sylvietta_whytii",35.610809
"Serengeti_deVisser","PE","Syncerus_caffer",18.6
"Serengeti_deVisser","PE","Tachybaptus_ruficollis",61.780258
"Serengeti_deVisser","PE","Tachyoryctes_splendens",48
"Serengeti_deVisser","PE","Tadarida_ventralis",23.6
"Serengeti_deVisser","PE","Taphozous_mauritianus",32.1
"Serengeti_deVisser","PE","Taphozous_nudiventris",32.1
"Serengeti_deVisser","PE","Tauraco_schalowi",62.729286
"Serengeti_deVisser","PE","Taurotragus_oryx",17
"Serengeti_deVisser","PE","Tchagra_australis",26.468128
"Serengeti_deVisser","PE","Telescopus_semiannulatus",3.75
"Serengeti_deVisser","PE","Terathopius_ecaudatus",33.196194
"Serengeti_deVisser","PE","termitidae",27
"Serengeti_deVisser","PE","Terpsiphone_viridis",31.395527
"Serengeti_deVisser","PE","tettigoniidae",75.349998
"Serengeti_deVisser","PE","tettigoniidae_to_gryllidae",75.349998
"Serengeti_deVisser","PE","Thallomys_paedulcus",20.1
"Serengeti_deVisser","PE","thomisidae",334
"Serengeti_deVisser","PE","thomisidae_to_others",59.5
"Serengeti_deVisser","PE","thripidae",290
"Serengeti_deVisser","PE","Thryonomys_gregorianus",6.1
"Serengeti_deVisser","PE","Thryonomys_swinderianus",6.1
"Serengeti_deVisser","PE","thysanoptera_to_hemiptera",65
"Serengeti_deVisser","PE","Tockus_nasutus",43.083347
"Serengeti_deVisser","PE","Torgos_tracheliotos",15.407264
"Serengeti_deVisser","PE","Trachylepis_maculilabris",104
"Serengeti_deVisser","PE","Trachylepis_striata",52
"Serengeti_deVisser","PE","trachylepis_to_others",15
"Serengeti_deVisser","PE","Trachylepis_varia",52
"Serengeti_deVisser","PE","Trachyphonus_darnaudii",29.607628
"Serengeti_deVisser","PE","Tragelaphus_imberbis",17
"Serengeti_deVisser","PE","Tragelaphus_scriptus",17
"Serengeti_deVisser","PE","Treron_calvus",27.319551
"Serengeti_deVisser","PE","Tricholaema_diademata",12.801921
"Serengeti_deVisser","PE","trinervitermes",32
"Serengeti_deVisser","PE","Typhlops_lineolatus",147
"Serengeti_deVisser","PE","Upupa_epops",39.284767
"Serengeti_deVisser","PE","Uraeginthus_bengalus",4.989306
"Serengeti_deVisser","PE","Uraeginthus_ianthinogaster",4.989306
"Serengeti_deVisser","PE","Urolestes_melanoleucus",12.675421
"Serengeti_deVisser","PE","Vanellus_armatus",18.461876
"Serengeti_deVisser","PE","Vanellus_coronatus",18.461878
"Serengeti_deVisser","PE","varanidae_to_others",8.800003
"Serengeti_deVisser","PE","Varanus_niloticus",141.199997
"Serengeti_deVisser","PE","varia_to_striata",52
"Serengeti_deVisser","PE","viperidae_to_others",49.399998
"Serengeti_deVisser","PE","Xenopus_muelleri",222
"Serengeti_deVisser","PE","Zelotomys_hildegardeae",29.4
"Serengeti_deVisser","FP","Acanthocercus_atricollis",49.9075345843001
"Serengeti_deVisser","FP","Acinonyx_jubatus",30.6343866262129
"Serengeti_deVisser","FP","Acomys_wilsoni",31.7234656591662
"Serengeti_deVisser","FP","Aepyceros_melampus",26.6292812662853
"Serengeti_deVisser","FP","Aethomys_chrysophilus",22.1734656591662
"Serengeti_deVisser","FP","Aethomys_kaiseri",22.1734656591662
"Serengeti_deVisser","FP","afrixalus",13.4889779243697
"Serengeti_deVisser","FP","Afrixalus_quadrivittatus",14.7889779243697
"Serengeti_deVisser","FP","Afrixalus_stuhlmanni",14.7889779243697
"Serengeti_deVisser","FP","afrixalus_to_hyperolius",13.0389779243697
"Serengeti_deVisser","FP","Agama_mwanzae",49.9075345843001
"Serengeti_deVisser","FP","agama_to_acanthocercus",31.8071020843001
"Serengeti_deVisser","FP","Agapornis_fischeri",33.528114
"Serengeti_deVisser","FP","Alcelaphus_buselaphus",30.645947932952
"Serengeti_deVisser","FP","Alopochen_aegyptiaca",19.819275
"Serengeti_deVisser","FP","Amaurornis_flavirostra",46.2383725512044
"Serengeti_deVisser","FP","Amietophrynus_gutturalis",62.4433823529412
"Serengeti_deVisser","FP","amietophrynus_to_schismaderma",107.943382352941
"Serengeti_deVisser","FP","amphibians_to_others",90.5
"Serengeti_deVisser","FP","Anaplectes_rubriceps",13.436296
"Serengeti_deVisser","FP","Anas_capensis",8.55276
"Serengeti_deVisser","FP","Anthus_richardi",19.678215
"Serengeti_deVisser","FP","Aonyx_capensis",23.1476276560831
"Serengeti_deVisser","FP","Apalis_flavida",14.999999
"Serengeti_deVisser","FP","apidae",180.507023614735
"Serengeti_deVisser","FP","apidae_to_formicidae",191.357023614735
"Serengeti_deVisser","FP","Apus_affinis",79.828445
"Serengeti_deVisser","FP","Aquila_rapax",9.898899
"Serengeti_deVisser","FP","araneidae",232.986836158192
"Serengeti_deVisser","FP","araneidae_to_lycosidae",105.836836158192
"Serengeti_deVisser","FP","Ardea_cinerea",78.3174733333333
"Serengeti_deVisser","FP","Ardeotis_kori",34.5518265734266
"Serengeti_deVisser","FP","arthroleptidae_to_hyperoliidae",34.1648089243697
"Serengeti_deVisser","FP","arthropoda_to_others",1
"Serengeti_deVisser","FP","Arvicanthis_niloticus",31.7234656591662
"Serengeti_deVisser","FP","asilidae",292.110595043306
"Serengeti_deVisser","FP","Asio_capensis",27.539322
"Serengeti_deVisser","FP","Atelerix_albiventris",75.9098324583569
"Serengeti_deVisser","FP","Atilax_paludinosus",43.0094679833558
"Serengeti_deVisser","FP","Balearica_regulorum",50.1980800512044
"Serengeti_deVisser","FP","Batis_molitor",30.811867
"Serengeti_deVisser","FP","Bitis_arietans",41.3073869419008
"Serengeti_deVisser","FP","Boaedon_fuliginosus",40.1474644191736
"Serengeti_deVisser","FP","boaedon_to_others",4.30380291917357
"Serengeti_deVisser","FP","Bos_taurus",46.0930312662853
"Serengeti_deVisser","FP","brookie_to_mabouia",17.2536992222222
"Serengeti_deVisser","FP","Bubalornis_niger",13.436295
"Serengeti_deVisser","FP","Bubo_lacteus",27.539322
"Serengeti_deVisser","FP","Bucorvus_cafer",43.083344
"Serengeti_deVisser","FP","bufonidae_to_others",63.0058823529412
"Serengeti_deVisser","FP","Buteo_augur",26.245165
"Serengeti_deVisser","FP","butterflies",139.210595043306
"Serengeti_deVisser","FP","butterflies_to_moths",170.610595043306
"Serengeti_deVisser","FP","caelifera",153.189020614735
"Serengeti_deVisser","FP","Cairina_moschata",19.819275
"Serengeti_deVisser","FP","Canis_adustus",27.3109609894164
"Serengeti_deVisser","FP","Canis_aureus",27.3109609894164
"Serengeti_deVisser","FP","Canis_lupus",13.5276276560831
"Serengeti_deVisser","FP","Canis_mesomelas",18.4609609894164
"Serengeti_deVisser","FP","Capra_ibex",33.6792812662853
"Serengeti_deVisser","FP","Caprimulgus_poliocephalus",76.882416
"Serengeti_deVisser","FP","carabidae",285.948095043306
"Serengeti_deVisser","FP","carabidae_to_others",16.3480950433064
"Serengeti_deVisser","FP","Caracal_caracal",29.2760532928796
"Serengeti_deVisser","FP","Cardioderma_cor",30.744217551127
"Serengeti_deVisser","FP","carnivorous_true_bugs",261.468134725846
"Serengeti_deVisser","FP","Causus_resimus",41.3073869419008
"Serengeti_deVisser","FP","causus_to_bitis",16.8782669419008
"Serengeti_deVisser","FP","Cercopithecus_mitis",29.0755284646619
"Serengeti_deVisser","FP","Chaerephon_bemmeleni",15.127367203508
"Serengeti_deVisser","FP","Chaerephon_major",30.6071252035079
"Serengeti_deVisser","FP","Chaerephon_pumilus",30.6071252035079
"Serengeti_deVisser","FP","chamaeleo",54.8071020843001
"Serengeti_deVisser","FP","Chamaeleo_anchietae",20.4285030843001
"Serengeti_deVisser","FP","Chamaeleo_dilepis",20.4285030843001
"Serengeti_deVisser","FP","chamaeleonidae_to_aganidae",81.7880147509668
"Serengeti_deVisser","FP","Charadrius_pecuarius",40.225353767871
"Serengeti_deVisser","FP","Charadrius_tricollaris",40.225357767871
"Serengeti_deVisser","FP","chelicerata_to_others",134.026666666667
"Serengeti_deVisser","FP","chilopoda",558.952522432702
"Serengeti_deVisser","FP","chilopoda_to_diplopoda",26.2525224327019
"Serengeti_deVisser","FP","Chlorocebus_aethiops",23.9755284646619
"Serengeti_deVisser","FP","chondrodactylus_to_homopholis",58.0180395555556
"Serengeti_deVisser","FP","Chondrodactylus_turneri",37.9905500555556
"Serengeti_deVisser","FP","Cisticola_chiniana",19.189777
"Serengeti_deVisser","FP","Civettictis_civetta",43.2825552333558
"Serengeti_deVisser","FP","Coleura_afra",66.7926758368413
"Serengeti_deVisser","FP","Colius_striatus",73.196411
"Serengeti_deVisser","FP","Colobus_guereza",26.8921951313285
"Serengeti_deVisser","FP","colubridae",4.25351766917357
"Serengeti_deVisser","FP","colubridae_to_elapidae",13.8782669419008
"Serengeti_deVisser","FP","Columba_guinea",17.7170113666667
"Serengeti_deVisser","FP","Connochaetes_taurinus",30.645947932952
"Serengeti_deVisser","FP","Coracias_caudatus",60.984921
"Serengeti_deVisser","FP","Corythaixoides_personatus",64.4893003461539
"Serengeti_deVisser","FP","Crocidura_aleksandrisi",75.9098324583569
"Serengeti_deVisser","FP","crocodilia_to_aves",5.900009
"Serengeti_deVisser","FP","crocodilia_to_testudines",6.399994
"Serengeti_deVisser","FP","Crocodylus_niloticus",243.699997
"Serengeti_deVisser","FP","Crocuta_crocuta",43.3248628166891
"Serengeti_deVisser","FP","Crotaphopeltis_hotamboeia",12.4235847025069
"Serengeti_deVisser","FP","crotaphopeltis_to_telescopus",11.7397497025069
"Serengeti_deVisser","FP","curculionidae",371.160589043306
"Serengeti_deVisser","FP","curculionidae_to_scarabaeidae",67.3606010433064
"Serengeti_deVisser","FP","Damaliscus_lunatus",30.645947932952
"Serengeti_deVisser","FP","Dasypeltis_scabra",15.4897497025069
"Serengeti_deVisser","FP","dasypeltis_to_others",9.99333445250691
"Serengeti_deVisser","FP","decapoda",471.331245836957
"Serengeti_deVisser","FP","Dendroaspis_polylepis",33.8461144191736
"Serengeti_deVisser","FP","Dendromus_melanotis",49.8411127179898
"Serengeti_deVisser","FP","Diceros_bicornis",60.7122057439815
"Serengeti_deVisser","FP","dicroglossidae_to_ranidae",18.4915996386555
"Serengeti_deVisser","FP","Dicrurus_adsimilis",82.8509458333333
"Serengeti_deVisser","FP","Dicrurus_ludwigii",82.8509448333333
"Serengeti_deVisser","FP","Dinemellia_dinemelli",6.913469
"Serengeti_deVisser","FP","diplopoda",558.952522432702
"Serengeti_deVisser","FP","Dipodillus_harwoodi",28.2911127179898
"Serengeti_deVisser","FP","diptera_to_lepidoptera",24.1855950433064
"Serengeti_deVisser","FP","dispholidus_to_others",7.32319361917357
"Serengeti_deVisser","FP","Dispholidus_typus",17.4933344525069
"Serengeti_deVisser","FP","Duberria_lutrix",22.0553299191736
"Serengeti_deVisser","FP","Elanus_caeruleus",54.57531
"Serengeti_deVisser","FP","Elapsoideae_loveridgei",33.6877714191736
"Serengeti_deVisser","FP","elapsoideae_to_others",14.7535176691736
"Serengeti_deVisser","FP","Elephantulus_rufescens",25.4670567827586
"Serengeti_deVisser","FP","Empidonax_wrightii",66.501274
"Serengeti_deVisser","FP","Empidornis_semipartitus",15.677722
"Serengeti_deVisser","FP","ensifera_to_caelifera",78.689026614735
"Serengeti_deVisser","FP","Epomophorus_labiatus",4.32244341331187
"Serengeti_deVisser","FP","Equus_zebra",60.7122057439815
"Serengeti_deVisser","FP","Eremomela_icteropygialis",14.999999
"Serengeti_deVisser","FP","Eremopterix_leucopareia",20.761948
"Serengeti_deVisser","FP","Erythrocebus_patas",23.9755284646619
"Serengeti_deVisser","FP","Eudorcas_thomsonii",20.5292812662853
"Serengeti_deVisser","FP","Eumecia_anchietae",107.096926413027
"Serengeti_deVisser","FP","eumecia_to_others",52.5848711630268
"Serengeti_deVisser","FP","Eupodotis_senegalensis",34.5518265734266
"Serengeti_deVisser","FP","Eurocephalus_anguitimens",42.3778479166667
"Serengeti_deVisser","FP","Falco_ardosiaceus",77.8563
"Serengeti_deVisser","FP","Felis_catus",23.9260532928796
"Serengeti_deVisser","FP","Felis_silvestris",23.9260532928796
"Serengeti_deVisser","FP","formicidae",180.507023614735
"Serengeti_deVisser","FP","Francolinus_coqui",16.5877115
"Serengeti_deVisser","FP","Francolinus_rufopictus",16.953637
"Serengeti_deVisser","FP","Galago_senegalensis",20.8021951313285
"Serengeti_deVisser","FP","Galerella_sanguinea",37.2245855833558
"Serengeti_deVisser","FP","Gallinula_chloropus",46.2383725512044
"Serengeti_deVisser","FP","Gallus_gallus",16.5877125
"Serengeti_deVisser","FP","gekkonidae_to_others",67.600006
"Serengeti_deVisser","FP","Genetta_genetta",30.3258182333558
"Serengeti_deVisser","FP","Genetta_tigrina",30.3258182333558
"Serengeti_deVisser","FP","Gerbilliscus_robustus",28.2911127179898
"Serengeti_deVisser","FP","Giraffa_camelopardalis",29.0801741234282
"Serengeti_deVisser","FP","Glaucidium_perlatum",35.627377
"Serengeti_deVisser","FP","Glauconycteris_argentata",9.60867129893279
"Serengeti_deVisser","FP","Glauconycteris_variegata",9.60867129893279
"Serengeti_deVisser","FP","Grammomys_dolichurus",23.3234656591662
"Serengeti_deVisser","FP","Graphiurus_murinus",83.916437555571
"Serengeti_deVisser","FP","gryllidae",81.939021614735
"Serengeti_deVisser","FP","Gyps_africanus",3.268162
"Serengeti_deVisser","FP","Gyps_rueppellii",3.268162
"Serengeti_deVisser","FP","Halcyon_chelicuti",60.127983
"Serengeti_deVisser","FP","Haliaeetus_vocifer",26.245167
"Serengeti_deVisser","FP","Heliobous_spekii",30.8948391021573
"Serengeti_deVisser","FP","Heliophobius_argenteocinereus",51.3571272107434
"Serengeti_deVisser","FP","Helogale_parvula",105.091252250022
"Serengeti_deVisser","FP","Hemidactylus_brookii",37.1693332222222
"Serengeti_deVisser","FP","Hemidactylus_mabouia",37.1693332222222
"Serengeti_deVisser","FP","Hemidactylus_squamulatus",29.2536992222222
"Serengeti_deVisser","FP","hemidactylus_to_others",102.605891638889
"Serengeti_deVisser","FP","hemiptera",49.7348013925128
"Serengeti_deVisser","FP","hemisotidae_to_others",17.5898139243697
"Serengeti_deVisser","FP","Hemisus_marmoratus",91.0148079243697
"Serengeti_deVisser","FP","herbivorous_true_bugs",261.468134725846
"Serengeti_deVisser","FP","Herpestes_ichneumon",37.2245855833558
"Serengeti_deVisser","FP","Heterohyrax_brucei",20.009763616092
"Serengeti_deVisser","FP","hexapoda",93.3312458369572
"Serengeti_deVisser","FP","hexapoda_to_crustacea",80.2525224327019
"Serengeti_deVisser","FP","Hieraaetus_spilogaster",9.898899
"Serengeti_deVisser","FP","Hippopotamus_amphibius",61.7529013961554
"Serengeti_deVisser","FP","Hipposideros_caffer",45.990469851127
"Serengeti_deVisser","FP","Hipposideros_commersoni",45.990469851127
"Serengeti_deVisser","FP","Hippotragus_equinus",32.5792812662853
"Serengeti_deVisser","FP","Hirundo_abyssinica",16.230392
"Serengeti_deVisser","FP","Hirundo_fuligula",15.118784
"Serengeti_deVisser","FP","Hirundo_smithii",15.118784
"Serengeti_deVisser","FP","Histurgops_ruficaudus",6.913469
"Serengeti_deVisser","FP","hodotermes",129.125690281402
"Serengeti_deVisser","FP","hodotermitidae_to_termitidae",35.0506902814017
"Serengeti_deVisser","FP","holometabola_to_paraneoptera",24.6668013925128
"Serengeti_deVisser","FP","Homo_sapiens",41.0521951313285
"Serengeti_deVisser","FP","Homopholis_fasciata",37.9905500555556
"Serengeti_deVisser","FP","homoptera",261.468134725846
"Serengeti_deVisser","FP","Hoplobatrachus_occipitalis",100.191594638655
"Serengeti_deVisser","FP","Hyaena_hyaena",43.3248628166891
"Serengeti_deVisser","FP","Hydrictis_maculicollis",23.1476276560831
"Serengeti_deVisser","FP","Hylarana_galmensis_",100.191594638655
"Serengeti_deVisser","FP","hymenoptera_to_others",8.23480139251277
"Serengeti_deVisser","FP","hyperolius",13.4889779243697
"Serengeti_deVisser","FP","Hyperolius_glandicolor",15.8389779243697
"Serengeti_deVisser","FP","Hyperolius_nasutus",15.8389779243697
"Serengeti_deVisser","FP","Hystrix_africaeaustralis",19.8071272107434
"Serengeti_deVisser","FP","Hystrix_cristata",19.8071272107434
"Serengeti_deVisser","FP","Ichneumia_albicauda",102.491252250022
"Serengeti_deVisser","FP","Ictonyx_striatus",43.9309609894164
"Serengeti_deVisser","FP","iguania_to_others",6.46309260215725
"Serengeti_deVisser","FP","Indicator_indicator",26.917286
"Serengeti_deVisser","FP","Kassina_senegalensis",30.3723109243697
"Serengeti_deVisser","FP","kassina_to_others",34.6848089243697
"Serengeti_deVisser","FP","Kaupifalco_monogrammicus",26.527042
"Serengeti_deVisser","FP","Kerivoula_argentata",14.6133852989328
"Serengeti_deVisser","FP","Kerivoula_lanosa",14.6133852989328
"Serengeti_deVisser","FP","Kinixys_spekii",58
"Serengeti_deVisser","FP","kinixys_to_stigmochelys",28
"Serengeti_deVisser","FP","Kobus_ellipsiprymnus",32.7292812662853
"Serengeti_deVisser","FP","lacertidae_to_others",15.3453468630268
"Serengeti_deVisser","FP","Laephotis_wintoni",27.6401302989328
"Serengeti_deVisser","FP","Lamprotornis_chalybaeus",13.129155
"Serengeti_deVisser","FP","Lamprotornis_hildebrandti",15.819532
"Serengeti_deVisser","FP","Lamprotornis_purpuroptera",14.444887
"Serengeti_deVisser","FP","Lamprotornis_superbus",13.129154
"Serengeti_deVisser","FP","Laniarius_funebris",25.91585
"Serengeti_deVisser","FP","Lanius_excubitoroides",28.5466664166667
"Serengeti_deVisser","FP","Lavia_frons",30.744217551127
"Serengeti_deVisser","FP","Lemniscomys_barbarus",17.7234656591662
"Serengeti_deVisser","FP","Lemniscomys_griselda",17.7234656591662
"Serengeti_deVisser","FP","Lemniscomys_striatus",17.7234656591662
"Serengeti_deVisser","FP","Leptailurus_serval",25.1093866262129
"Serengeti_deVisser","FP","Leptopelis_bocagii",60.6848089243697
"Serengeti_deVisser","FP","Leptoptilos_crumeniferus",78.3174653333333
"Serengeti_deVisser","FP","leptotyphlopidae_to_others",2.05565962596678
"Serengeti_deVisser","FP","leptotyphlopidae_to_typhlopidae",2.14182162596678
"Serengeti_deVisser","FP","Leptotyphlops_scutifrons",148.046658125967
"Serengeti_deVisser","FP","Lepus_capensis",15.826437555571
"Serengeti_deVisser","FP","Lepus_microtis",15.826437555571
"Serengeti_deVisser","FP","Loxodonta_africana",81.063405116092
"Serengeti_deVisser","FP","Lybius_leucocephalus",12.801921
"Serengeti_deVisser","FP","Lycaon_pictus",8.92762765608305
"Serengeti_deVisser","FP","lycosidae",232.986836158192
"Serengeti_deVisser","FP","lygodactylus",60.0180395555556
"Serengeti_deVisser","FP","Lygodactylus_capensis",31.8662120555556
"Serengeti_deVisser","FP","Lygodactylus_manni",31.8662120555556
"Serengeti_deVisser","FP","lygodactylus_to_others",9.21708822222222
"Serengeti_deVisser","FP","Lygosoma_afrum",63.0114254130268
"Serengeti_deVisser","FP","Macronyx_ameliae",18.873653
"Serengeti_deVisser","FP","Macronyx_croceus",18.873653
"Serengeti_deVisser","FP","macrotermes_subhyalinus",54.4923579480683
"Serengeti_deVisser","FP","macrotermes_to_odontotermes",59.9923559480683
"Serengeti_deVisser","FP","maculilabris_to_others",52.5848711630268
"Serengeti_deVisser","FP","Madoqua_kirkii",26.6292812662853
"Serengeti_deVisser","FP","Malacochersus_tornieri",86
"Serengeti_deVisser","FP","malocochersus_to_others",121
"Serengeti_deVisser","FP","mammalia_to_others",46.100006
"Serengeti_deVisser","FP","Manis_temminckii",82.8895847381945
"Serengeti_deVisser","FP","mantidae",154.050690281402
"Serengeti_deVisser","FP","mantodea_to_blattaria",50.1306902814017
"Serengeti_deVisser","FP","Mastomys_natalensis",31.7234656591662
"Serengeti_deVisser","FP","mecopterida_to_others",54.857023614735
"Serengeti_deVisser","FP","Melierax_metabates",26.527044
"Serengeti_deVisser","FP","Mellivora_capensis",38.5809609894164
"Serengeti_deVisser","FP","Merops_pusillus",60.127983
"Serengeti_deVisser","FP","Mesopicos_goertae",26.917286
"Serengeti_deVisser","FP","microcerotermes",61.7423569480683
"Serengeti_deVisser","FP","microcerotermes_to_trinervitermes",71.1923569480683
"Serengeti_deVisser","FP","Micropteropus_pusillus",4.32244341331187
"Serengeti_deVisser","FP","Mimetillus_moloneyi",27.6401302989328
"Serengeti_deVisser","FP","Miniopterus_inflatus",52.9846161812857
"Serengeti_deVisser","FP","Mirafra_africana",13.203709
"Serengeti_deVisser","FP","Mirafra_africanoides",10.910992
"Serengeti_deVisser","FP","Mirafra_rufocinnamomea",10.910992
"Serengeti_deVisser","FP","Mochlus_sundevalli",63.0114254130268
"Serengeti_deVisser","FP","mochlus_to_lygosoma",55.0969264130268
"Serengeti_deVisser","FP","Mops_condylurus",14.904422203508
"Serengeti_deVisser","FP","Motacilla_aguimp",25.994902
"Serengeti_deVisser","FP","moths",139.210595043306
"Serengeti_deVisser","FP","Mungos_mungo",105.091252250022
"Serengeti_deVisser","FP","Mus_minutoides",40.4734656591662
"Serengeti_deVisser","FP","Mus_musculus",40.4734656591662
"Serengeti_deVisser","FP","mycrohylidae_to_others",17.9540966386555
"Serengeti_deVisser","FP","Myotis_bocagii",12.8162702989328
"Serengeti_deVisser","FP","Myotis_tricolor",12.8162702989328
"Serengeti_deVisser","FP","myriapoda_to_others",92.1368361581921
"Serengeti_deVisser","FP","Myrmecocichla_cinnamomeiventris",7.324392
"Serengeti_deVisser","FP","Myrmecocichla_nigra",7.324392
"Serengeti_deVisser","FP","Naja_nigricollis",33.8461144191736
"Serengeti_deVisser","FP","naja_to_dendroaspis",7.68777141917357
"Serengeti_deVisser","FP","Nandinia_binotata",45.0409782333558
"Serengeti_deVisser","FP","Nanger_granti",20.5292812662853
"Serengeti_deVisser","FP","Necrosyrtes_monachus",13.322827
"Serengeti_deVisser","FP","Nectarinia_mariquensis",16.245796
"Serengeti_deVisser","FP","Nectarinia_senegalensis",16.245796
"Serengeti_deVisser","FP","Neoromicia_rendalli",10.4259227989328
"Serengeti_deVisser","FP","Neoromicia_tenuipinnis",10.4259227989328
"Serengeti_deVisser","FP","neuroptera",293.348095043306
"Serengeti_deVisser","FP","neuroptera_to_coleoptera",20.1855950433064
"Serengeti_deVisser","FP","Nilaus_afer",25.915848
"Serengeti_deVisser","FP","Nucras_boulengeri",30.8948391021573
"Serengeti_deVisser","FP","nucras_to_heliobous",126.463092602157
"Serengeti_deVisser","FP","Numida_meleagris",24.945033
"Serengeti_deVisser","FP","Nycteris_hispida",17.3635550177937
"Serengeti_deVisser","FP","Nycteris_macrotis",17.3635550177937
"Serengeti_deVisser","FP","Nycteris_thebaica",17.3635550177937
"Serengeti_deVisser","FP","Nycticeinops_schlieffeni",27.6401302989328
"Serengeti_deVisser","FP","odontotermes_badius",54.4923579480683
"Serengeti_deVisser","FP","Oenanthe_pileata",8.692062
"Serengeti_deVisser","FP","Oreotragus_oreotragus",26.6292812662853
"Serengeti_deVisser","FP","orthoptera_to_others",152.166801392513
"Serengeti_deVisser","FP","Orycteropus_afer",92.4668157827586
"Serengeti_deVisser","FP","Otocyon_megalotis",11.9676276560831
"Serengeti_deVisser","FP","Otolemur_crassicaudatus",20.8021951313285
"Serengeti_deVisser","FP","Otomops_martiensseni",25.694519703508
"Serengeti_deVisser","FP","Otomys_angoniensis",31.7234656591662
"Serengeti_deVisser","FP","Ourebia_ourebi",26.6292812662853
"Serengeti_deVisser","FP","Ovis_aries",33.6792812662853
"Serengeti_deVisser","FP","Panthera_leo",26.7843866262129
"Serengeti_deVisser","FP","Panthera_pardus",26.7843866262129
"Serengeti_deVisser","FP","Papio_anubis",26.6421951313285
"Serengeti_deVisser","FP","Parus_fringillinus",43.712097
"Serengeti_deVisser","FP","Passer_griseus",9.876423
"Serengeti_deVisser","FP","Passer_motitensis",9.876424
"Serengeti_deVisser","FP","Pedetes_capensis",78.7454605440767
"Serengeti_deVisser","FP","Pelomedusa_subrufa",207
"Serengeti_deVisser","FP","pelomedusidae_to_testudinidae",42.600006
"Serengeti_deVisser","FP","Pelomys_fallax",31.7234656591662
"Serengeti_deVisser","FP","perciformes",242.95
"Serengeti_deVisser","FP","perciformes_to_others",455.5
"Serengeti_deVisser","FP","Petrodromus_tetradactylus",25.4670567827586
"Serengeti_deVisser","FP","petropedetidae_to_pyxicephalidae",5.29159463865546
"Serengeti_deVisser","FP","petropedetidae_to_raninae",9.57909863865546
"Serengeti_deVisser","FP","Phacochoerus_aethiopicus",23.9942057439815
"Serengeti_deVisser","FP","phasmatodea",196.130690281402
"Serengeti_deVisser","FP","phasmatodea_to_others",35.389023614735
"Serengeti_deVisser","FP","philothamnus",11.0731936191736
"Serengeti_deVisser","FP","Philothamnus_battersbyi",19.0127121191736
"Serengeti_deVisser","FP","Philothamnus_semivariegatus",19.0127121191736
"Serengeti_deVisser","FP","philothamnus_to_others",26.8038029191736
"Serengeti_deVisser","FP","Phoeniconaias_minor",71.658858217871
"Serengeti_deVisser","FP","Phoeniculus_purpureus",39.284771
"Serengeti_deVisser","FP","phrynobatrachus",71.9165996386555
"Serengeti_deVisser","FP","Phrynobatrachus_acridoides",61.0665966386555
"Serengeti_deVisser","FP","Phrynobatrachus_mababiensis",61.0665966386555
"Serengeti_deVisser","FP","Phrynomantis_bifasciatus",105.28981092437
"Serengeti_deVisser","FP","pipidae_to_others",142
"Serengeti_deVisser","FP","Pipistrellus_rueppellii",27.6401302989328
"Serengeti_deVisser","FP","Pipistrellus_subflavus",27.6401302989328
"Serengeti_deVisser","FP","Poecilogale_albinucha",43.9309609894164
"Serengeti_deVisser","FP","Poicephalus_meyeri",33.528111
"Serengeti_deVisser","FP","Polemaetus_bellicosus",13.084778
"Serengeti_deVisser","FP","Potamochoerus_porcus",23.9942057439815
"Serengeti_deVisser","FP","Prinia_subflava",17.862232
"Serengeti_deVisser","FP","Procavia_capensis",20.009763616092
"Serengeti_deVisser","FP","Pronolagus_rupestris",31.326437555571
"Serengeti_deVisser","FP","Proteles_cristata",49.6248628166891
"Serengeti_deVisser","FP","Psammophis_angolensis",22.0553299191736
"Serengeti_deVisser","FP","psammophis_to_duberria",21.3974644191736
"Serengeti_deVisser","FP","Pterocles_gutturalis",66.5977492
"Serengeti_deVisser","FP","ptychadena",82.4790996386555
"Serengeti_deVisser","FP","Ptychadena_anchiete",34.2290966386555
"Serengeti_deVisser","FP","Ptychadena_mascareniensis",34.2290966386555
"Serengeti_deVisser","FP","ptychadenidae_to_others",8.65409363865546
"Serengeti_deVisser","FP","Pycnonotus_barbatus",33.993347
"Serengeti_deVisser","FP","Python_natalensis",104.672752518824
"Serengeti_deVisser","FP","pythonidae_to_others",45.4418246259668
"Serengeti_deVisser","FP","Pytilia_melba",7.74649
"Serengeti_deVisser","FP","Pyxicephalus_adspersus",104.916599638655
"Serengeti_deVisser","FP","ranoidea",40.9433823529412
"Serengeti_deVisser","FP","Raphicerus_campestris",26.6292812662853
"Serengeti_deVisser","FP","Rattus_rattus",31.7234656591662
"Serengeti_deVisser","FP","Redunca_redunca",32.7292812662853
"Serengeti_deVisser","FP","Rhabdomys_pumilio",31.7234656591662
"Serengeti_deVisser","FP","Rousettus_aegyptiacus",14.9921724133119
"Serengeti_deVisser","FP","Saccostomus_campestris",49.8411127179898
"Serengeti_deVisser","FP","Sagittarius_serpentarius",62.927605
"Serengeti_deVisser","FP","scarabaeidae",371.160589043306
"Serengeti_deVisser","FP","Schismaderma_carens",62.4433823529412
"Serengeti_deVisser","FP","scincidae_to_others",17.6058916388889
"Serengeti_deVisser","FP","Scopus_umbretta",70.2835418333333
"Serengeti_deVisser","FP","scorpiones",393.986836158192
