"Food_Web","Measure","Species","Distinctiveness"
"Serengeti_Baskerville","FP","ocimum_spp.",35.886452991453
"Serengeti_Baskerville","FP","olea_spp.",47.5753418803419
"Serengeti_Baskerville","FP","oleaceae_to_others",13.9138034188034
"Serengeti_Baskerville","FP","Ourebia_ourebi",21.8
"Serengeti_Baskerville","FP","panicoideae_to_others",12.625
"Serengeti_Baskerville","FP","panicum",12.625
"Serengeti_Baskerville","FP","panicum_coloratum",11
"Serengeti_Baskerville","FP","panicum_deustum",11
"Serengeti_Baskerville","FP","panicum_maximum",11
"Serengeti_Baskerville","FP","panicum_repens",11
"Serengeti_Baskerville","FP","panicum_to_pennisetum",12.625
"Serengeti_Baskerville","FP","panicum_to_setaria",12.625
"Serengeti_Baskerville","FP","Panthera_leo",5.8
"Serengeti_Baskerville","FP","Panthera_pardus",5.8
"Serengeti_Baskerville","FP","Papio_anubis",91.9
"Serengeti_Baskerville","FP","pappea_capensis",262.325
"Serengeti_Baskerville","FP","pavetta_assimilis",87.4683488733489
"Serengeti_Baskerville","FP","pavonia_patens",29.4766032307692
"Serengeti_Baskerville","FP","Pedetes_capensis",77.2
"Serengeti_Baskerville","FP","pellaea_calomelanos",385.799988
"Serengeti_Baskerville","FP","pennisetum",13.625
"Serengeti_Baskerville","FP","pennisetum_mezianum",10
"Serengeti_Baskerville","FP","pennisetum_stramineum",10
"Serengeti_Baskerville","FP","Phacochoerus_africanus",65.6
"Serengeti_Baskerville","FP","phragmites_mauritianus",67.8125
"Serengeti_Baskerville","FP","phyllanthus_sepialis",71.333336
"Serengeti_Baskerville","FP","poaceae_to_others",4
"Serengeti_Baskerville","FP","Procavia_capensis",13.6
"Serengeti_Baskerville","FP","psilolemma_jaegeri",29.9375
"Serengeti_Baskerville","FP","pteridophyta_to_magnoliophyta",1
"Serengeti_Baskerville","FP","pupalia_lappacea",72.7777777777778
"Serengeti_Baskerville","FP","Redunca_redunca",19.2
"Serengeti_Baskerville","FP","Rhabdomys_pumilio",77.2
"Serengeti_Baskerville","FP","rhoicissus_revoilii",68
"Serengeti_Baskerville","FP","sansevieria",42
"Serengeti_Baskerville","FP","sansevieria_ehrenbergii",10
"Serengeti_Baskerville","FP","sansevieria_suffruticosa",10
"Serengeti_Baskerville","FP","sapindales",28
"Serengeti_Baskerville","FP","saxifragales_to_others",1
"Serengeti_Baskerville","FP","sclerocarya_birrea",76.44
"Serengeti_Baskerville","FP","senna_didymobotrya",63
"Serengeti_Baskerville","FP","setaria",8.75
"Serengeti_Baskerville","FP","setaria_pallidefusca",10
"Serengeti_Baskerville","FP","setaria_sphacelata",10
"Serengeti_Baskerville","FP","sida_spp.",30.4266022307692
"Serengeti_Baskerville","FP","solanum",55.1616822066822
"Serengeti_Baskerville","FP","solanum_dennekense",18.8950155400155
"Serengeti_Baskerville","FP","solanum_incanum",18.8950155400155
"Serengeti_Baskerville","FP","solanum_nigrum",18.8950155400155
"Serengeti_Baskerville","FP","sorghum_to_others",12.825001
"Serengeti_Baskerville","FP","sorghum_versicolor",48.474998
"Serengeti_Baskerville","FP","sporobolus",18.9375
"Serengeti_Baskerville","FP","sporobolus_festivus",11
"Serengeti_Baskerville","FP","sporobolus_fimbriatus",11
"Serengeti_Baskerville","FP","sporobolus_ioclados",11
"Serengeti_Baskerville","FP","sporobolus_pellucidus",11
"Serengeti_Baskerville","FP","sporobolus_pyramidalis",11
"Serengeti_Baskerville","FP","sporobolus_spicatus",11
"Serengeti_Baskerville","FP","sporobolus_stapfianus",11
"Serengeti_Baskerville","FP","Syncerus_caffer",21.3
"Serengeti_Baskerville","FP","Taurotragus_oryx",17
"Serengeti_Baskerville","FP","themeda_to_heteropogon",8.9125
"Serengeti_Baskerville","FP","themeda_triandra",8.9125
"Serengeti_Baskerville","FP","Tragelaphus_scriptus",17
"Serengeti_Baskerville","FP","tricholaena_teneriffae",9.166667
"Serengeti_Baskerville","FP","turraea_fischeri",276.275
"Serengeti_Baskerville","FP","typha_capensis",106
"Serengeti_Baskerville","FP","vachellia",16.666666
"Serengeti_Baskerville","FP","vachellia_seyal",8
"Serengeti_Baskerville","FP","vachellia_tortilis",8
"Serengeti_Baskerville","FP","vachellia_xanthophloea",8
"Serengeti_Baskerville","FP","vitaceae_to_others",3
"Serengeti_Baskerville","FP","ximenia_caffra",128.327777777778
"Serengeti_Baskerville","FP","ziziphus_spp.",76
"Serengeti_Baskerville","FP","zoysieae_to_cynodonteae",18.9375
"Serengeti_deVisser","PE","Acanthocercus_atricollis",35
"Serengeti_deVisser","PE","Acinonyx_jubatus",17.3
"Serengeti_deVisser","PE","Acomys_wilsoni",29.4
"Serengeti_deVisser","PE","Aepyceros_melampus",21.8
"Serengeti_deVisser","PE","Aethomys_chrysophilus",19.8
"Serengeti_deVisser","PE","Aethomys_kaiseri",19.8
"Serengeti_deVisser","PE","afrixalus",8.666667
"Serengeti_deVisser","PE","Afrixalus_quadrivittatus",8.666667
"Serengeti_deVisser","PE","Afrixalus_stuhlmanni",8.666667
"Serengeti_deVisser","PE","afrixalus_to_hyperolius",8.666667
"Serengeti_deVisser","PE","Agama_mwanzae",35
"Serengeti_deVisser","PE","agama_to_acanthocercus",28
"Serengeti_deVisser","PE","Agapornis_fischeri",33.528114
"Serengeti_deVisser","PE","Alcelaphus_buselaphus",14.7
"Serengeti_deVisser","PE","Alopochen_aegyptiaca",5.868351
"Serengeti_deVisser","PE","Amaurornis_flavirostra",39.307495
"Serengeti_deVisser","PE","Amietophrynus_gutturalis",52
"Serengeti_deVisser","PE","amietophrynus_to_schismaderma",107
"Serengeti_deVisser","PE","amphibians_to_others",90.5
"Serengeti_deVisser","PE","Anaplectes_rubriceps",13.436296
"Serengeti_deVisser","PE","Anas_capensis",7.943939
"Serengeti_deVisser","PE","Anthus_richardi",19.678215
"Serengeti_deVisser","PE","Aonyx_capensis",6.9
"Serengeti_deVisser","PE","Apalis_flavida",14.999999
"Serengeti_deVisser","PE","apidae",163.5
"Serengeti_deVisser","PE","apidae_to_formicidae",186.5
"Serengeti_deVisser","PE","Apus_affinis",79.828445
"Serengeti_deVisser","PE","Aquila_rapax",9.898899
"Serengeti_deVisser","PE","araneidae",229.5
"Serengeti_deVisser","PE","araneidae_to_lycosidae",104.5
"Serengeti_deVisser","PE","Ardea_cinerea",68.210381
"Serengeti_deVisser","PE","Ardeotis_kori",30.663868
"Serengeti_deVisser","PE","arthroleptidae_to_hyperoliidae",30.849998
"Serengeti_deVisser","PE","arthropoda_to_others",1
"Serengeti_deVisser","PE","Arvicanthis_niloticus",29.4
"Serengeti_deVisser","PE","asilidae",282
"Serengeti_deVisser","PE","Asio_capensis",27.539322
"Serengeti_deVisser","PE","Atelerix_albiventris",75.4
"Serengeti_deVisser","PE","Atilax_paludinosus",25.9
"Serengeti_deVisser","PE","Balearica_regulorum",45.92757
"Serengeti_deVisser","PE","Batis_molitor",30.811867
"Serengeti_deVisser","PE","Bitis_arietans",38.5
"Serengeti_deVisser","PE","Boaedon_fuliginosus",37.5
"Serengeti_deVisser","PE","boaedon_to_others",2
"Serengeti_deVisser","PE","Bos_taurus",18.6
"Serengeti_deVisser","PE","brookie_to_mabouia",12
"Serengeti_deVisser","PE","Bubalornis_niger",13.436295
"Serengeti_deVisser","PE","Bubo_lacteus",27.539322
"Serengeti_deVisser","PE","Bucorvus_cafer",43.083344
"Serengeti_deVisser","PE","bufonidae_to_others",63
"Serengeti_deVisser","PE","Buteo_augur",26.245165
"Serengeti_deVisser","PE","butterflies",121.5
"Serengeti_deVisser","PE","butterflies_to_moths",160.5
"Serengeti_deVisser","PE","caelifera",150.699997
"Serengeti_deVisser","PE","Cairina_moschata",5.868351
"Serengeti_deVisser","PE","Canis_adustus",1.3
"Serengeti_deVisser","PE","Canis_aureus",1.3
"Serengeti_deVisser","PE","Canis_lupus",1.6
"Serengeti_deVisser","PE","Canis_mesomelas",1.5
"Serengeti_deVisser","PE","Capra_ibex",13.7
"Serengeti_deVisser","PE","Caprimulgus_poliocephalus",76.882416
"Serengeti_deVisser","PE","carabidae",277
"Serengeti_deVisser","PE","carabidae_to_others",9
"Serengeti_deVisser","PE","Caracal_caracal",9.2
"Serengeti_deVisser","PE","Cardioderma_cor",26.2
"Serengeti_deVisser","PE","carnivorous_true_bugs",250
"Serengeti_deVisser","PE","Causus_resimus",38.5
"Serengeti_deVisser","PE","causus_to_bitis",15.799999
"Serengeti_deVisser","PE","Cercopithecus_mitis",13.8
"Serengeti_deVisser","PE","Chaerephon_bemmeleni",11.9
"Serengeti_deVisser","PE","Chaerephon_major",11.7
"Serengeti_deVisser","PE","Chaerephon_pumilus",11.7
"Serengeti_deVisser","PE","chamaeleo",51
"Serengeti_deVisser","PE","Chamaeleo_anchietae",12
"Serengeti_deVisser","PE","Chamaeleo_dilepis",12
"Serengeti_deVisser","PE","chamaeleonidae_to_aganidae",78.199997
"Serengeti_deVisser","PE","Charadrius_pecuarius",35.226501
"Serengeti_deVisser","PE","Charadrius_tricollaris",35.226505
"Serengeti_deVisser","PE","chelicerata_to_others",134
"Serengeti_deVisser","PE","chilopoda",524
"Serengeti_deVisser","PE","chilopoda_to_diplopoda",26
"Serengeti_deVisser","PE","Chlorocebus_aethiops",5.6
"Serengeti_deVisser","PE","chondrodactylus_to_homopholis",54
"Serengeti_deVisser","PE","Chondrodactylus_turneri",24
"Serengeti_deVisser","PE","Cisticola_chiniana",19.189777
"Serengeti_deVisser","PE","Civettictis_civetta",21.3
"Serengeti_deVisser","PE","Coleura_afra",51.3
"Serengeti_deVisser","PE","Colius_striatus",73.196411
"Serengeti_deVisser","PE","Colobus_guereza",20.2
"Serengeti_deVisser","PE","colubridae",2
"Serengeti_deVisser","PE","colubridae_to_elapidae",12.799999
"Serengeti_deVisser","PE","Columba_guinea",14.754767
"Serengeti_deVisser","PE","Connochaetes_taurinus",14.7
"Serengeti_deVisser","PE","Coracias_caudatus",60.984921
"Serengeti_deVisser","PE","Corythaixoides_personatus",62.729294
"Serengeti_deVisser","PE","Crocidura_aleksandrisi",75.4
"Serengeti_deVisser","PE","crocodilia_to_aves",5.900009
"Serengeti_deVisser","PE","crocodilia_to_testudines",6.399994
"Serengeti_deVisser","PE","Crocodylus_niloticus",243.699997
"Serengeti_deVisser","PE","Crocuta_crocuta",18.8
"Serengeti_deVisser","PE","Crotaphopeltis_hotamboeia",3.75
"Serengeti_deVisser","PE","crotaphopeltis_to_telescopus",3.75
"Serengeti_deVisser","PE","curculionidae",238.399994
"Serengeti_deVisser","PE","curculionidae_to_scarabaeidae",1.600006
"Serengeti_deVisser","PE","Damaliscus_lunatus",14.7
"Serengeti_deVisser","PE","Dasypeltis_scabra",7.5
"Serengeti_deVisser","PE","dasypeltis_to_others",3.75
"Serengeti_deVisser","PE","decapoda",470
"Serengeti_deVisser","PE","Dendroaspis_polylepis",26
"Serengeti_deVisser","PE","Dendromus_melanotis",48
"Serengeti_deVisser","PE","Diceros_bicornis",58.5
"Serengeti_deVisser","PE","dicroglossidae_to_ranidae",17.300003
"Serengeti_deVisser","PE","Dicrurus_adsimilis",13.301044
"Serengeti_deVisser","PE","Dicrurus_ludwigii",13.301043
"Serengeti_deVisser","PE","Dinemellia_dinemelli",6.913469
"Serengeti_deVisser","PE","diplopoda",524
"Serengeti_deVisser","PE","Dipodillus_harwoodi",23.7
"Serengeti_deVisser","PE","diptera_to_lepidoptera",18
"Serengeti_deVisser","PE","dispholidus_to_others",3.75
"Serengeti_deVisser","PE","Dispholidus_typus",11.25
"Serengeti_deVisser","PE","Duberria_lutrix",18.75
"Serengeti_deVisser","PE","Elanus_caeruleus",54.57531
"Serengeti_deVisser","PE","Elapsoideae_loveridgei",29
"Serengeti_deVisser","PE","elapsoideae_to_others",12.5
"Serengeti_deVisser","PE","Elephantulus_rufescens",21.8
"Serengeti_deVisser","PE","Empidonax_wrightii",66.501274
"Serengeti_deVisser","PE","Empidornis_semipartitus",15.677722
"Serengeti_deVisser","PE","ensifera_to_caelifera",76.800003
"Serengeti_deVisser","PE","Epomophorus_labiatus",2.5
"Serengeti_deVisser","PE","Equus_zebra",58.5
"Serengeti_deVisser","PE","Eremomela_icteropygialis",14.999999
"Serengeti_deVisser","PE","Eremopterix_leucopareia",20.761948
"Serengeti_deVisser","PE","Erythrocebus_patas",5.6
"Serengeti_deVisser","PE","Eudorcas_thomsonii",6.1
"Serengeti_deVisser","PE","Eumecia_anchietae",104
"Serengeti_deVisser","PE","eumecia_to_others",52
"Serengeti_deVisser","PE","Eupodotis_senegalensis",30.663868
"Serengeti_deVisser","PE","Eurocephalus_anguitimens",27.82394
"Serengeti_deVisser","PE","Falco_ardosiaceus",77.8563
"Serengeti_deVisser","PE","Felis_catus",2.4
"Serengeti_deVisser","PE","Felis_silvestris",2.4
"Serengeti_deVisser","PE","formicidae",163.5
"Serengeti_deVisser","PE","Francolinus_coqui",11.143028
"Serengeti_deVisser","PE","Francolinus_rufopictus",15.229554
"Serengeti_deVisser","PE","Galago_senegalensis",16.6
"Serengeti_deVisser","PE","Galerella_sanguinea",19.7
"Serengeti_deVisser","PE","Gallinula_chloropus",39.307495
"Serengeti_deVisser","PE","Gallus_gallus",11.143029
"Serengeti_deVisser","PE","gekkonidae_to_others",67.600006
"Serengeti_deVisser","PE","Genetta_genetta",6.3
"Serengeti_deVisser","PE","Genetta_tigrina",6.3
"Serengeti_deVisser","PE","Gerbilliscus_robustus",23.7
"Serengeti_deVisser","PE","Giraffa_camelopardalis",26.8
"Serengeti_deVisser","PE","Glaucidium_perlatum",35.627377
"Serengeti_deVisser","PE","Glauconycteris_argentata",6.7
"Serengeti_deVisser","PE","Glauconycteris_variegata",6.7
"Serengeti_deVisser","PE","Grammomys_dolichurus",20.1
"Serengeti_deVisser","PE","Graphiurus_murinus",82.6
"Serengeti_deVisser","PE","gryllidae",75.349998
"Serengeti_deVisser","PE","Gyps_africanus",3.268162
"Serengeti_deVisser","PE","Gyps_rueppellii",3.268162
"Serengeti_deVisser","PE","Halcyon_chelicuti",60.127983
"Serengeti_deVisser","PE","Haliaeetus_vocifer",26.245167
"Serengeti_deVisser","PE","Heliobous_spekii",30
"Serengeti_deVisser","PE","Heliophobius_argenteocinereus",45.3
"Serengeti_deVisser","PE","Helogale_parvula",10.2
"Serengeti_deVisser","PE","Hemidactylus_brookii",12
"Serengeti_deVisser","PE","Hemidactylus_mabouia",12
"Serengeti_deVisser","PE","Hemidactylus_squamulatus",24
"Serengeti_deVisser","PE","hemidactylus_to_others",102.399994
"Serengeti_deVisser","PE","hemiptera",40
"Serengeti_deVisser","PE","hemisotidae_to_others",14.300003
"Serengeti_deVisser","PE","Hemisus_marmoratus",87.699997
"Serengeti_deVisser","PE","herbivorous_true_bugs",250
"Serengeti_deVisser","PE","Herpestes_ichneumon",19.7
"Serengeti_deVisser","PE","Heterohyrax_brucei",13.6
"Serengeti_deVisser","PE","hexapoda",92
"Serengeti_deVisser","PE","hexapoda_to_crustacea",80
"Serengeti_deVisser","PE","Hieraaetus_spilogaster",9.898899
"Serengeti_deVisser","PE","Hippopotamus_amphibius",59.5
"Serengeti_deVisser","PE","Hipposideros_caffer",32.8
"Serengeti_deVisser","PE","Hipposideros_commersoni",32.8
"Serengeti_deVisser","PE","Hippotragus_equinus",18.1
"Serengeti_deVisser","PE","Hirundo_abyssinica",16.230392
"Serengeti_deVisser","PE","Hirundo_fuligula",15.118784
"Serengeti_deVisser","PE","Hirundo_smithii",15.118784
"Serengeti_deVisser","PE","Histurgops_ruficaudus",6.913469
"Serengeti_deVisser","PE","hodotermes",119
"Serengeti_deVisser","PE","hodotermitidae_to_termitidae",27
"Serengeti_deVisser","PE","holometabola_to_paraneoptera",23
"Serengeti_deVisser","PE","Homo_sapiens",35.3
"Serengeti_deVisser","PE","Homopholis_fasciata",24
"Serengeti_deVisser","PE","homoptera",250
"Serengeti_deVisser","PE","Hoplobatrachus_occipitalis",85.599998
"Serengeti_deVisser","PE","Hyaena_hyaena",18.8
"Serengeti_deVisser","PE","Hydrictis_maculicollis",6.9
"Serengeti_deVisser","PE","Hylarana_galmensis_",85.599998
"Serengeti_deVisser","PE","hymenoptera_to_others",5
"Serengeti_deVisser","PE","hyperolius",8.666667
"Serengeti_deVisser","PE","Hyperolius_glandicolor",8.666667
"Serengeti_deVisser","PE","Hyperolius_nasutus",8.666667
"Serengeti_deVisser","PE","Hystrix_africaeaustralis",12.8
"Serengeti_deVisser","PE","Hystrix_cristata",12.8
"Serengeti_deVisser","PE","Ichneumia_albicauda",12.3
"Serengeti_deVisser","PE","Ictonyx_striatus",22.9
"Serengeti_deVisser","PE","iguania_to_others",6
"Serengeti_deVisser","PE","Indicator_indicator",26.917286
"Serengeti_deVisser","PE","Kassina_senegalensis",26
"Serengeti_deVisser","PE","kassina_to_others",30.849998
"Serengeti_deVisser","PE","Kaupifalco_monogrammicus",26.527042
"Serengeti_deVisser","PE","Kerivoula_argentata",7.8
"Serengeti_deVisser","PE","Kerivoula_lanosa",7.8
"Serengeti_deVisser","PE","Kinixys_spekii",58
"Serengeti_deVisser","PE","kinixys_to_stigmochelys",28
"Serengeti_deVisser","PE","Kobus_ellipsiprymnus",19.2
"Serengeti_deVisser","PE","lacertidae_to_others",15
"Serengeti_deVisser","PE","Laephotis_wintoni",25.9
"Serengeti_deVisser","PE","Lamprotornis_chalybaeus",13.129155
"Serengeti_deVisser","PE","Lamprotornis_hildebrandti",15.819532
"Serengeti_deVisser","PE","Lamprotornis_purpuroptera",14.444887
"Serengeti_deVisser","PE","Lamprotornis_superbus",13.129154
"Serengeti_deVisser","PE","Laniarius_funebris",25.91585
"Serengeti_deVisser","PE","Lanius_excubitoroides",12.675422
"Serengeti_deVisser","PE","Lavia_frons",26.2
"Serengeti_deVisser","PE","Lemniscomys_barbarus",14.2
"Serengeti_deVisser","PE","Lemniscomys_griselda",14.2
"Serengeti_deVisser","PE","Lemniscomys_striatus",14.2
"Serengeti_deVisser","PE","Leptailurus_serval",9.4
"Serengeti_deVisser","PE","Leptopelis_bocagii",56.849998
"Serengeti_deVisser","PE","Leptoptilos_crumeniferus",68.210373
"Serengeti_deVisser","PE","leptotyphlopidae_to_others",1.5
"Serengeti_deVisser","PE","leptotyphlopidae_to_typhlopidae",1.5
"Serengeti_deVisser","PE","Leptotyphlops_scutifrons",147
"Serengeti_deVisser","PE","Lepus_capensis",13.2
"Serengeti_deVisser","PE","Lepus_microtis",13.2
"Serengeti_deVisser","PE","Loxodonta_africana",75.8
"Serengeti_deVisser","PE","Lybius_leucocephalus",12.801921
"Serengeti_deVisser","PE","Lycaon_pictus",3.4
"Serengeti_deVisser","PE","lycosidae",229.5
"Serengeti_deVisser","PE","lygodactylus",56
"Serengeti_deVisser","PE","Lygodactylus_capensis",22
"Serengeti_deVisser","PE","Lygodactylus_manni",22
"Serengeti_deVisser","PE","lygodactylus_to_others",8
"Serengeti_deVisser","PE","Lygosoma_afrum",52
"Serengeti_deVisser","PE","Macronyx_ameliae",18.873653
"Serengeti_deVisser","PE","Macronyx_croceus",18.873653
"Serengeti_deVisser","PE","macrotermes_subhyalinus",43.200001
"Serengeti_deVisser","PE","macrotermes_to_odontotermes",48.799999
"Serengeti_deVisser","PE","maculilabris_to_others",52
"Serengeti_deVisser","PE","Madoqua_kirkii",21.8
"Serengeti_deVisser","PE","Malacochersus_tornieri",86
"Serengeti_deVisser","PE","malocochersus_to_others",121
"Serengeti_deVisser","PE","mammalia_to_others",46.100006
"Serengeti_deVisser","PE","Manis_temminckii",81
"Serengeti_deVisser","PE","mantidae",146
"Serengeti_deVisser","PE","mantodea_to_blattaria",48
"Serengeti_deVisser","PE","Mastomys_natalensis",29.4
"Serengeti_deVisser","PE","mecopterida_to_others",50
"Serengeti_deVisser","PE","Melierax_metabates",26.527044
"Serengeti_deVisser","PE","Mellivora_capensis",25.6
"Serengeti_deVisser","PE","Merops_pusillus",60.127983
"Serengeti_deVisser","PE","Mesopicos_goertae",26.917286
"Serengeti_deVisser","PE","microcerotermes",32
"Serengeti_deVisser","PE","microcerotermes_to_trinervitermes",60
"Serengeti_deVisser","PE","Micropteropus_pusillus",2.5
"Serengeti_deVisser","PE","Mimetillus_moloneyi",25.9
"Serengeti_deVisser","PE","Miniopterus_inflatus",51.5
"Serengeti_deVisser","PE","Mirafra_africana",13.203709
"Serengeti_deVisser","PE","Mirafra_africanoides",10.910992
"Serengeti_deVisser","PE","Mirafra_rufocinnamomea",10.910992
"Serengeti_deVisser","PE","Mochlus_sundevalli",52
"Serengeti_deVisser","PE","mochlus_to_lygosoma",52
"Serengeti_deVisser","PE","Mops_condylurus",12
"Serengeti_deVisser","PE","Motacilla_aguimp",25.994902
"Serengeti_deVisser","PE","moths",121.5
"Serengeti_deVisser","PE","Mungos_mungo",10.2
"Serengeti_deVisser","PE","Mus_minutoides",13.7
"Serengeti_deVisser","PE","Mus_musculus",13.7
"Serengeti_deVisser","PE","mycrohylidae_to_others",17
"Serengeti_deVisser","PE","Myotis_bocagii",10.8
"Serengeti_deVisser","PE","Myotis_tricolor",10.8
"Serengeti_deVisser","PE","myriapoda_to_others",92
"Serengeti_deVisser","PE","Myrmecocichla_cinnamomeiventris",7.324392
"Serengeti_deVisser","PE","Myrmecocichla_nigra",7.324392
"Serengeti_deVisser","PE","Naja_nigricollis",26
"Serengeti_deVisser","PE","naja_to_dendroaspis",3
"Serengeti_deVisser","PE","Nandinia_binotata",26
"Serengeti_deVisser","PE","Nanger_granti",6.1
"Serengeti_deVisser","PE","Necrosyrtes_monachus",13.322827
"Serengeti_deVisser","PE","Nectarinia_mariquensis",16.245796
"Serengeti_deVisser","PE","Nectarinia_senegalensis",16.245796
"Serengeti_deVisser","PE","Neoromicia_rendalli",6.9
"Serengeti_deVisser","PE","Neoromicia_tenuipinnis",6.9
"Serengeti_deVisser","PE","neuroptera",286
"Serengeti_deVisser","PE","neuroptera_to_coleoptera",14
"Serengeti_deVisser","PE","Nilaus_afer",25.915848
"Serengeti_deVisser","PE","Nucras_boulengeri",30
"Serengeti_deVisser","PE","nucras_to_heliobous",126
"Serengeti_deVisser","PE","Numida_meleagris",24.054287
"Serengeti_deVisser","PE","Nycteris_hispida",11.7
"Serengeti_deVisser","PE","Nycteris_macrotis",11.7
"Serengeti_deVisser","PE","Nycteris_thebaica",11.7
"Serengeti_deVisser","PE","Nycticeinops_schlieffeni",25.9
"Serengeti_deVisser","PE","odontotermes_badius",43.200001
"Serengeti_deVisser","PE","Oenanthe_pileata",8.692062
"Serengeti_deVisser","PE","Oreotragus_oreotragus",21.8
"Serengeti_deVisser","PE","orthoptera_to_others",150.5
"Serengeti_deVisser","PE","Orycteropus_afer",89.3
"Serengeti_deVisser","PE","Otocyon_megalotis",7
"Serengeti_deVisser","PE","Otolemur_crassicaudatus",16.6
"Serengeti_deVisser","PE","Otomops_martiensseni",22.8
"Serengeti_deVisser","PE","Otomys_angoniensis",29.4
"Serengeti_deVisser","PE","Ourebia_ourebi",21.8
"Serengeti_deVisser","PE","Ovis_aries",13.7
"Serengeti_deVisser","PE","Panthera_leo",5.8
"Serengeti_deVisser","PE","Panthera_pardus",5.8
"Serengeti_deVisser","PE","Papio_anubis",16.2
"Serengeti_deVisser","PE","Parus_fringillinus",43.712097
"Serengeti_deVisser","PE","Passer_griseus",9.876423
"Serengeti_deVisser","PE","Passer_motitensis",9.876424
"Serengeti_deVisser","PE","Pedetes_capensis",77.2
"Serengeti_deVisser","PE","Pelomedusa_subrufa",207
"Serengeti_deVisser","PE","pelomedusidae_to_testudinidae",42.600006
"Serengeti_deVisser","PE","Pelomys_fallax",29.4
"Serengeti_deVisser","PE","perciformes",227.25
"Serengeti_deVisser","PE","perciformes_to_others",455.5
"Serengeti_deVisser","PE","Petrodromus_tetradactylus",21.8
"Serengeti_deVisser","PE","petropedetidae_to_pyxicephalidae",4.099998
"Serengeti_deVisser","PE","petropedetidae_to_raninae",8.400002
"Serengeti_deVisser","PE","Phacochoerus_aethiopicus",21.7
"Serengeti_deVisser","PE","phasmatodea",194
"Serengeti_deVisser","PE","phasmatodea_to_others",33.5
"Serengeti_deVisser","PE","philothamnus",7.5
"Serengeti_deVisser","PE","Philothamnus_battersbyi",7.5
"Serengeti_deVisser","PE","Philothamnus_semivariegatus",7.5
"Serengeti_deVisser","PE","philothamnus_to_others",24.5
"Serengeti_deVisser","PE","Phoeniconaias_minor",61.780251
"Serengeti_deVisser","PE","Phoeniculus_purpureus",39.284771
"Serengeti_deVisser","PE","phrynobatrachus",65.800003
"Serengeti_deVisser","PE","Phrynobatrachus_acridoides",33
"Serengeti_deVisser","PE","Phrynobatrachus_mababiensis",33
"Serengeti_deVisser","PE","Phrynomantis_bifasciatus",102
"Serengeti_deVisser","PE","pipidae_to_others",142
"Serengeti_deVisser","PE","Pipistrellus_rueppellii",25.9
"Serengeti_deVisser","PE","Pipistrellus_subflavus",25.9
"Serengeti_deVisser","PE","Poecilogale_albinucha",22.9
"Serengeti_deVisser","PE","Poicephalus_meyeri",33.528111
"Serengeti_deVisser","PE","Polemaetus_bellicosus",13.084778
"Serengeti_deVisser","PE","Potamochoerus_porcus",21.7
"Serengeti_deVisser","PE","Prinia_subflava",17.862232
"Serengeti_deVisser","PE","Procavia_capensis",13.6
"Serengeti_deVisser","PE","Pronolagus_rupestris",29.8
"Serengeti_deVisser","PE","Proteles_cristata",25.2
"Serengeti_deVisser","PE","Psammophis_angolensis",18.75
"Serengeti_deVisser","PE","psammophis_to_duberria",18.75
"Serengeti_deVisser","PE","Pterocles_gutturalis",66.180862
"Serengeti_deVisser","PE","ptychadena",81.300003
"Serengeti_deVisser","PE","Ptychadena_anchiete",30
"Serengeti_deVisser","PE","Ptychadena_mascareniensis",30
"Serengeti_deVisser","PE","ptychadenidae_to_others",7.699997
"Serengeti_deVisser","PE","Pycnonotus_barbatus",33.993347
"Serengeti_deVisser","PE","Python_natalensis",103.699997
"Serengeti_deVisser","PE","pythonidae_to_others",44.800003
"Serengeti_deVisser","PE","Pytilia_melba",7.74649
"Serengeti_deVisser","PE","Pyxicephalus_adspersus",98.800003
"Serengeti_deVisser","PE","ranoidea",40
"Serengeti_deVisser","PE","Raphicerus_campestris",21.8
"Serengeti_deVisser","PE","Rattus_rattus",29.4
"Serengeti_deVisser","PE","Redunca_redunca",19.2
"Serengeti_deVisser","PE","Rhabdomys_pumilio",29.4
"Serengeti_deVisser","PE","Rousettus_aegyptiacus",13.6
"Serengeti_deVisser","PE","Saccostomus_campestris",48
"Serengeti_deVisser","PE","Sagittarius_serpentarius",62.927605
"Serengeti_deVisser","PE","scarabaeidae",238.399994
"Serengeti_deVisser","PE","Schismaderma_carens",52
"Serengeti_deVisser","PE","scincidae_to_others",17.399994
"Serengeti_deVisser","PE","Scopus_umbretta",69.070915
"Serengeti_deVisser","PE","scorpiones",393.5
"Serengeti_deVisser","PE","scorpiones_to_araneae",248.5
"Serengeti_deVisser","PE","Scotoecus_albofuscus",9.8
"Serengeti_deVisser","PE","Scotoecus_hirundo",9.8
"Serengeti_deVisser","PE","Scotophilus_leucogaster",5
"Serengeti_deVisser","PE","Scotophilus_nigrita",5
"Serengeti_deVisser","PE","squamata_to_others",30.950012
"Serengeti_deVisser","PE","squamulatus_to_others",62
"Serengeti_deVisser","PE","staphylinidae",240
"Serengeti_deVisser","PE","staphylinidae_to_others",37
"Serengeti_deVisser","PE","Steatomys_pratensis",48
"Serengeti_deVisser","PE","Stephanoaetus_coronatus",20.008204
"Serengeti_deVisser","PE","Stigmatopelia_senegalensis",14.222186
"Serengeti_deVisser","PE","Stigmochelys_pardalis",58
"Serengeti_deVisser","PE","Streptopelia_capicola",14.222185
"Serengeti_deVisser","PE","Struthio_camelus",114.916862
