"strain","strain_norm","evcent_norm","pr_norm","closeness_norm","betweenness_norm","outd_norm","alld_norm"
"1",0.0348356449115048,0.0411077898823301,0.614651473532639,0.638991003758336,0.0817396293916089,0,0,0.114725558301132
"2",0.000135140836981544,0.000159472894653511,0.331897551177533,0.185851546604231,0.0817396293916089,0,0,0.028681389575283
"3",0.242875891354091,0.286605605684373,0.153840925009327,0.24366659579913,0.0817396293916089,0,0,0.150577295270236
"4",0.263423121087532,0.310852356525128,0.0341868722242945,0.150661284597014,0.0817396293916089,0,0,0.143406947876415
"5",0.0744288732239392,0.0878297642957604,0.281329469345762,0.245233507852089,0.0817396293916089,0,0,0.114725558301132
"6",0.076050908499595,0.0897438464223515,0.246430370616794,0.234196452638384,0.0817396293916089,0,0,0.114725558301132
"7",0.000140178985497705,0.00016541815994498,0.0940138986168117,0.0426865513532927,0.0827012720903337,0.00474112092121121,0.0126653326552146,0.0215110421814622
"8",0.234264917041923,0.276444228634917,0.188027797233623,0.122721725460637,0.0936693354526824,0.436715291385445,0.101322661241716,0.222280769208443
"9",0.204166982586733,0.240927172222752,0.125351864822415,0.115906033669329,0.097474174690483,0.253861626468783,0.0759919959312873,0.164917990057877
"10",0.091639163530902,0.108138761001571,0.111107334728958,0.121784333907473,0.0857146307348531,0.0932138238259562,0.0379959979656437,0.136236600482594
"11",0.0698433618953733,0.082418633349955,0.186603344224276,0.14020719179605,0.0836858110437901,0.0690849048519348,0.0253306653104291,0.136236600482594
"12",0.176607714347537,0.208405867939005,0.225063575476609,0.145251689069906,0.0836858110437901,0.0745275181543457,0.0253306653104291,0.150577295270236
"13",0.206505713892483,0.243686991234349,0.353264346317716,0.183183264367721,0.0857269283863215,0.35636417699752,0.0633266632760728,0.250962158783726
"14",0.109698478041898,0.129449648405057,0.216516857420536,0.113348695607319,0.0827012720903337,0.0565124681233658,0.0126653326552146,0.10038486351349
"15",0.0443056850297892,0.0522829072182833,0.0113956240747646,0.050111707139443,0.0924519094619621,0.0786759989604055,0.0886573285865019,0.129066253088773
"16",0.0145385629471451,0.0171562258238799,0.0683737444485902,0.0458030410396785,0.0974264945137227,0.00761965862337517,0.0506613306208582,0.0430220843629245
"17",0.00438620494609504,0.00517593952295005,0,0.0334353075613435,0.104643903827086,0.035014145578843,0.0886573285865019,0.0788738213320282
"18",0.00462170316549279,0.00545383910957342,0.105409522691576,0.0549520065056417,0.0827012720903337,0.00199562487755064,0.0126653326552146,0.0501924317567452
"19",0.115482814895384,0.136275452967763,0.0170934361121469,0.0685056473768885,0.0988611334964694,0.118259923930569,0.0759919959312873,0.172088337451698
"20",0.0642032254075569,0.0757629923753783,0.0142445300934558,0.105409282744645,0.0836858110437901,0.0566636518262106,0.0253306653104291,0.157747642664056
"21",0.0469074362968378,0.0553531028378453,0,0.0442848017284574,0.100254478330983,0.0772931720250522,0.0759919959312873,0.121895905694953
"22",0.000192446380013419,0.000227096279494857,0,0.0254691240794009,0.0846700709724615,0,0.0126653326552146,0.0143406947876415
"23",0.00569355236278239,0.00671867435805689,0,0.037691354400611,0.0986978346304363,0.00639809430438962,0.0506613306208582,0.057362779150566
"24",0.0218534891332919,0.0257882017619963,0,0.0263081617082169,0.0975059874106823,0.00508380398099264,0.0759919959312873,0.057362779150566
"25",0.0590760692363646,0.0697126936335381,0.0113956240747647,0.0409314597470768,0.104772346283125,0.0793633808626729,0.13931865920736,0.129066253088773
"26",0.14546656917226,0.171657771102777,0.0113956240747647,0.054209467326037,0.108010970869968,0.309215019537005,0.177314657173004,0.179258684845519
"27",0.0122835453234027,0.0144951931117472,0.00569781203738234,0.0316001414788553,0.0836858110437901,0.00624892638424948,0.0253306653104291,0.0430220843629245
"28",0.0660127242938745,0.0778982908663354,0,0.0326919082049826,0.101704968655772,0.0565225470368888,0.0886573285865019,0.086044168725849
"29",0.000294903353653464,0.000348000593311174,0,0.0252851138950375,0.0827012720903337,0,0.0126653326552146,0.0143406947876415
"30",0.207426236832426,0.244773253988868,0.022791248149529,0.0922542767554072,0.0975696751882203,0.486823617856308,0.13931865920736,0.265302853571368
"31",0.0617836171256553,0.0729077345180131,0,0.0495520534759841,0.106262971874917,0.0786639042641779,0.101322661241716,0.150577295270236
"32",0.0849544651259976,0.100250485123411,0.00569781203738226,0.0541163739514226,0.0924376068769587,0.0996824705250067,0.0759919959312873,0.136236600482594
"33",0.102130173179352,0.120518673053652,0.017093436112147,0.0705419165140448,0.0988120871262876,0.177128842035608,0.0633266632760728,0.172088337451698
"34",0.0124639098127918,0.0147080321606833,0,0.0557527743549852,0.0846820706990733,0.0250723052797726,0.0253306653104291,0.086044168725849
"35",0.041787228808201,0.0493110038862826,0,0.0252851138950375,0.106281873150598,0.00169325747186115,0.113987993896931,0.0717034739382075
"36",0.094956983153154,0.112053952818616,0.0113956240747643,0.356629915141276,0.0827012720903337,0.0241772977589317,0.0253306653104291,0.136236600482594
"37",0.0820258317548001,0.0967945523978537,0.0113956240747646,0.0534581527056006,0.118578426444267,0.112305301821191,0.0759919959312873,0.136236600482594
"38",0.0634303480809476,0.0748509587722174,0,0.0244534469497814,0.132223211076048,0,0.240641320449077,0.136236600482594
"39",0.000527676904300693,0.000622684935584109,0,0.0252924845785975,0.0827012720903337,0.000564419157287049,0.0126653326552146,0.0143406947876415
"40",0.00982462284656819,0.0115935425532048,0,0.0252924845785975,0.112909427598764,0,0.0506613306208582,0.0358517369691037
"41",0.0664473966659248,0.0784112258380659,0,0.0289265373111977,0.109656210470299,0.0511061389096377,0.164649324517789,0.107555210907311
